,text
2597,"Wishing @CindyMcCain a GREAT, Happy Birthday. 
 
Have a quarantine cocktail on me. 🎂🍸
 
Very proud of the work you are doing in fighting the scourge of Human Trafficking."
2598,"The Left has targeted our campaign in the hopes of turning SC blue—and they are raising millions to do it. Tonight, we have our final FEC filing deadline before the 6/9 primary, and I need your support. Can I count on you to chip in before midnight? &gt;&gt; https://t.co/qDbG3aYBTr https://t.co/urfDLKKEPj"
2599,"Look forward to participating in the Town Hall tonight at 7:00 pm answering questions from citizens across South Carolina with @WSPA7 @WCBD @WBTWNews13 @WSAV and @WJBF.

https://t.co/ncmf9wZhke"
2600,"RT @senjudiciary: @LindseyGrahamSC Read the full letter: 

https://t.co/W4NeyUMBaB https://t.co/Eb45aVZjUx"
2601,"RT @senjudiciary: Chairman @LindseyGrahamSC to DNI Grenell, AG Barr: Provide Committee with Names of Officials Who Unmasked Trump Campaign,…"
2602,"RT @senjudiciary: Chairman @LindseyGrahamSC Announces Committee to Consider Subpoena Authorization Related to Oversight of FISA Process, Cr…"
2603,"Justice should be measured, not vindictive. Punishing General Flynn when the government wants to drop the charges reeks of vindictive justice -- and I hope Judge Sullivan will not go down this road turning our legal system upside-down. https://t.co/lBhxwLonLD"
2604,This attack shows that we can’t let our guard down or we will always pay a heavy price.
2605,"But I do have questions: 

How did the vetting process fail? Why were so many apparent ties to al-Qaeda missed?  We also need to solve the encryption problem in a balanced way for our own national security interests."
2606,"I appreciate the FBI uncovering the al-Qaeda link to the Pensacola shooting.  

The attack serves as a reminder that terrorists are trying to hit us every day.  

They never tire of killing Americans.
 
https://t.co/N7Fg6L0rcc"
2607,"We did it!!

She didn't have much to work with, but she did a heck of a job!  

Thank you to Governor @henrymcmaster and all those who have worked to safely reopen business across South Carolina https://t.co/ty90PFGr67"
2608,It’s been a long time! https://t.co/OGmxnVDUzU
2609,"RT @NephronPharm: ICYMI: @LindseyGrahamSC visited Nephron on Friday.

It’s time to shore up the pharmaceutical &amp; health care supply chain b…"
2610,"However, very clear to me that ISIS and al-Qaeda type elements are growing stronger in Afghanistan.  

Big concern for American homeland."
2611,"Very glad to hear @ashrafghani and @DrabdullahCE are making great efforts to form a new Afghan government.

This would be welcome news.  Appreciate all the effort of President @realdonaldTrump, @secpompeo and @us4afghanpeace in pushing this process along. https://t.co/RTE9Uh6EWu"
2612,"With SC set to reopen, we're finally waking up from Groundhog Day. While at home, I spent a lot of time on the phone, answering questions—and struggling to distance myself 6ft from the fridge. To that end, I developed a personal fitness routine while in isolation... 💪🏻💪🏻💪🏻 https://t.co/RMGMmjWmRY"
2613,We need strong and reliable voices who will stand up to China in the Senate like @MarthaMcSally.  https://t.co/KD4Pw0DKWx
2614,"I appreciate @CaptMarkKelly's service to our country, but the last thing we need in the U.S. Senate is someone who took the yuan and ran.  He should fully account for his business ties with China. https://t.co/geWmu0A3iD"
2615,"The Pelosi package will never see the light of day in the Senate.  

In the Senate we will work with the Trump Administration to jump start the economy and fund efforts to defeat COVID19."
2616,"They are focused on ensuring illegal immigrants get a $1,200 check from the federal government and ensuring cannabis industry bankers meet certain diversity goals."
2617,"This $3 trillion spending package is a window into the souls of the radical House Democrats.  

https://t.co/3Fxpand2a2"
2618,"This pandemic has been a wake-up call. We’re too dependent on China for pharmaceuticals and medical equipment, and I want those days to end. The next shipment of PPE that we celebrate, I want it to be from South Carolina – not China. https://t.co/MB6pi50qZ8"
2619,"Congratulations to Jimmy McCain for graduating from ASU and receiving his degree in history. It gets even better as he has been accepted to the graduate program at Trinity College in Dublin, Ireland - one of the most prestigious universities in the world. Well done Jimmy &amp; family"
2620,"Mary Jean is a rockstar volunteer for #TeamGraham.  Even as she battles cancer, she does everything she can to help us to victory.  Today, we were thrilled to surprise her with the Volunteer of the Year Award for her tireless work.  We love you Mary Jean! https://t.co/iVDZ9EV1ZO"
2621,Speaking about the need to move our medical supply chain from China back to the United States.  https://t.co/QPspli5N0y
2622,"Speaking with Brian @kilmeade on Fox News Radio in just a few minutes.

LISTEN:
https://t.co/ksTRBlszUw"
2623,"Speaking with @marklevinshow in just a few minutes.

LISTEN:
https://t.co/hSqCp6Ta5t"
2624,Speaking with @foxandfriends at 8:30 am this morning about the latest on the Flynn situation and more.
2625,"I specifically want to know how many unmasking requests were made, if any, beyond General Flynn regarding members of the Trump campaign team, family, or associates."
2626,"In light of General Flynn’s unmasking by the Obama Administration, the job of Congress will be to perform oversight of these unmasking requests to ensure the process was used for legitimate national security concerns, not reprisals or political curiosity."
2627,"The unmasking of General Flynn by the Obama Administration regarding conversations during the presidential transition are deeply troubling and smell of politics, not national security."
2628,I very much appreciate DNI Grenell releasing names of the Obama Administration officials who made the unmasking requests of American citizen conversations with foreign entities.
2629,It has so much unrelated to coronavirus — it is Dead on Arrival in the Senate. https://t.co/q4Xw3PfqJD
2630,"I hope Democrats will step up to the plate and now join us in holding China accountable. 

Time will tell."
2631,"Great to hear @RepDougCollins is introducing my China sanctions bill in the House of Representatives.

Doug is off and running in the House to make China cooperate regarding the coronavirus.  

https://t.co/JIqpOEOOMa"
2632,"The killing of hospital personnel, mothers, and newborns needs to be responded to with overwhelming force."
2633,Could not agree more with @SecPompeo that these barbaric attacks against a maternity hospital and funeral procession must be fully investigated and understood with an all hands on deck approach. https://t.co/S8nTa0LGwR
2634,"I would urge Rich Grenell, who has done a terrific job, to release the names of the people who made the unmasking request.

https://t.co/9cXKDW0DIY"
2635,"📌📺📌📺📌📺

Speaking with @seanhannity tonight at 9:15 pm about the latest on the Flynn matter, FISA, and more.

Tune in! 

Flynn judge to allow 'amicus' submissions, delaying any immediate resolution to case

https://t.co/yJDKrL7Pyl"
2636,"National Democrats are targeting our campaign, and it's critical we continue growing our grassroots network in SC. Your support is vital to victory, and together, I have no doubt we can defend our majority! &gt;&gt;&gt; https://t.co/1YRQr3fipY https://t.co/yaTL4EI8Lp"
2637,"RT @senjudiciary: Today at 2:30pm: Chairman @LindseyGrahamSC will lead a hearing titled, ""Examining Liability During the COVID-19 Pandemic.…"
2638,The Department of Defense is required by law to purchase military uniforms from American companies; why wouldn't we do the same for the protective equipment our frontline healthcare workers need to fight a pandemic? https://t.co/by5XlMa4nP
2639,"Our June 9th Republican Primary might not be until next month, but you can voice your support with a lawn sign! If you have a piece of land, a small business, or an empty window longing for the chance to have its voice heard, request a yard sign today. &gt;&gt;&gt; https://t.co/O2Ke7pjUs7 https://t.co/SXfVgMdxAh"
2640,RT @JudgeJeanine: .@LindseyGrahamSC is on tonight to react to the DOJ’s decision against prosecuting Michael Flynn and much more. Take a lo…
2641,"📺📌📺📌📺

Tune in tonight at 9pm! https://t.co/NF8DOHzDOY"
2642,I’m going to do everything I can to make sure that South Carolina leads the way when it comes to getting the medical supply chain out of China. https://t.co/DqteJMiLfy
2643,"Great questions from our recent Online Town Hall! 

YES, we're moving forward with judicial appointments. 🏛

NO, illegals aren't eligible for stimulus checks. 💵

NO, America's supply chain shouldn't rely on China. 🩺

YES, I'm pretty sure E.T. can contract #COVID19. 👽 https://t.co/43IYDcTm2i"
2644,Register here: https://t.co/HSdhmTVLVw
2645,"📢 ATTENTION SC VOTERS 📢

We're up against a tight deadline, and in order to vote in our 6/9 Republican Primary, you MUST register to vote by TOMORROW, 5/9. If we're going to defend our majority in the U.S. Senate, your support in this primary is critical.

Can I count on you? https://t.co/mkZCQVn29f"
2646,"⏰  ⏰  ⏰  ⏰

Speaking with @seanhannity tonight at 9:20 pm about the Flynn decision.  Tune in!"
2647,"To my Democrat colleagues: Why won't you work with Republicans to hold China accountable for the deaths of over 60,000 Americans and putting 30 million Americans out of work? It's time for Democrats to step up. China is the problem – not Trump! https://t.co/qZBUYXLj5t"
2648,"The legal foundation for Mueller’s appointment is crumbling.

https://t.co/DGY4AYzO5w"
2649,This is J. Edgar Hoover stuff. https://t.co/hGilO0Ev9F
2650,"Now I know why Mueller didn't find anything -- there was nothing there to find.  

Before it even started, they (FBI/DOJ) knew. https://t.co/yTwDBqyUMn"
2651,"The legal foundation for Mueller’s appointment is crumbling.

https://t.co/7hdqbtCA24"
2652,Speaking with @seanhannity in just a few minutes about the origins of the Mueller investigation.  Tune in!
2653,"Speaking with @seanhannity tonight at 9:00 pm about the latest on this issue.

https://t.co/2bfEBBt3yw"
2654,"Are you registered to vote in South Carolina? If not, the time to act is TODAY. Already registered? Be sure your voter information is up to date before our June 9th Republican Primary. For more information and to register, please click HERE &gt;&gt;&gt; https://t.co/HSdhmUdmN4 https://t.co/402GWboOFb"
2655,"The virus didn't come from Trump Tower, it came from China. Those refusing to hold communist China accountable are doing so because it would prove Trump to be right about China, and quite frankly, it's pretty sick.
https://t.co/3LtFQP13oo"
2656,"📺 ICYMI 📺

Interview with @marthamaccallum

https://t.co/ZeziBXywPY"
2657,"RT @senjudiciary: Happening now: Chairman @LindseyGrahamSC leads a hearing on Justin R. Walker, to be US Circuit Judge for the District of…"
2658,"Now speaking with @marthamaccallum on Fox News.

Tune in!"
2659,"📻 ICYMI 📻

Spoke with Tony Perkins of @FRCdc earlier today about holding China accountable for #COVID19.

LISTEN:
https://t.co/5A76QOubQw"
2660,"Speaking with Fox News @marthamaccallum tonight at 7:40 pm.

Tune in!"
2661,"Speaking with Tony Perkins of @FRCdc in just a few minutes about the latest on #COVID19 and holding China accountable.

LISTEN LIVE:
https://t.co/QM8gfQYCBM"
2662,"URGENT VOTER DEADLINE: In order to vote in next month's primary elections, you MUST register to vote by this Saturday, May 9. For more information and to register, please visit the State Election Commission's webpage &gt;&gt;&gt; https://t.co/HSdhmTVLVw https://t.co/gkJuKMmFQ9"
2663,"📺📌📺📌📺

Speaking with #IngrahamAngle tonight at 10:15 pm on Fox News.

Tune in!

@IngrahamAngle"
2664,"📌📺📌📺

Speaking with @MariaBartiromo on Fox News this morning at 10:25 am.

Tune in! https://t.co/yUgC1c5R8y"
2665,"Speaking with @seanhannity tonight on Fox News Channel about the latest on the FBI and General Flynn as well as #2020Elections.

Tune In!"
2666,"Fully support Governor @henrymcmaster’s decision to reopen outdoor seating at South Carolina restaurants with the proper social distancing measures in place. 
 
https://t.co/OIdwYTXHLF"
2667,"I expect in the coming weeks to give those who occupied the 7th Floor offices an opportunity to explain their behavior.

Let the chips fall where they may."
2668,Apparently it was Peter Strzok who intervened suggesting the 7th Floor (FBI leadership) was interested in keeping the case open.
2669,"It appears from released documents the Washington field office — made up of traditional FBI agents — believed there was no “there” there when it came to General Flynn.

https://t.co/B8O4VLkTMO"
2670,"America shouldn't ever have to rely on Communist China -- or anyone else -- for our basic healthcare needs. This pandemic has been a wake-up call, and in the future, I want America's healthcare workers wearing surgical masks made in the United States. https://t.co/VMjRXRQ3nG"
2671,"If you pay people $23 an hour not to work, they will take you up on it.  It doesn’t mean they’re lazy. 

It means if you offer them $23 an hour not to work, they’ll probably take that over $17 to go to work.

https://t.co/t59FkfPvvm"
2672,"Attorney General Barr needs to be complimented.  He’s doing the right thing.  

AG Barr has three goals I share:

* Restore trust.

* Hold people accountable who have engaged in misconduct.

*Right wrongs like General Flynn, and I believe eventually, George Papadopolous."
2673,"It’s pretty apparent to me that General Flynn was a victim of an out of control Department of Justice.  

He basically got railroaded.  

It’s pretty widely known the Obama Administration did not have much use for General Flynn.

https://t.co/LyVvcUPB6A"
2674,"Speaking with @seanhannity tonight at 9:15 pm.  

https://t.co/LyVvcUPB6A"
2675,RT @seanhannity: #HANNITY TONIGHT: Bombshell docs appear to reveal the FBI’s plan to take down Michael Flynn! Wall-to-wall reaction from @S…
2676,"Virtual Town Hall meeting right now.  

WATCH:
https://t.co/KgGdyeYHDh"
2677,"Watch our Virtual Town Hall going on now.

WATCH:
https://t.co/l9bVw3n5PU"
2678,"Virtual Town Hall is about to begin.

WATCH ON YOUTUBE:
https://t.co/l9bVw3n5PU"
2679,Welcome Senator Lindsey Graham's virtual town hall meeting.  Please leave your questions or comments in the replies. https://t.co/oJ2PzjPuuw
2680,"Media availability with South Carolina Governor @henrymcmaster, Lt. Gov. @PamelaEvette, and @SenatorTimScott on today's #acceleratesc meeting will be starting in just a few minutes.

WATCH:
https://t.co/EFQKl9mp2v"
2681,"Now speaking at today's #acceleratesc meeting. 

WATCH LIVE:
https://t.co/EFQKl9mp2v"
2682,"Attending today's #accelerateSC meeting.

WATCH LIVE ONLINE:
https://t.co/EFQKl9mp2v"
2683,"📢 REMINDER 📢
 
Team Graham Virtual Town Hall streaming across Facebook, Twitter, and YouTube TODAY! https://t.co/WKQ50kePIZ"
2684,"Join me tonight for a Virtual Town Hall! I'll be LIVE across Facebook, Twitter, and YouTube. RT to help spread the word. Follow along via the links below, and be sure to come with questions ready! https://t.co/DbBSPlJM4P"
2685,RT @SenRickScott: .@LindseyGrahamSC is completely right. If our nation has learned one thing from this pandemic it is that we should not be…
2686,"RT @dcexaminer: .@LindseyGrahamSC is calling on a bipartisan Congress to tell China, “Business as usual is over until you change your behav…"
2687,"📌 ICYMI 📌

➡️ 26 million Americans are out of work because of this virus. 

➡️ Almost 56,000 Americans are dead because of this virus. 

A combination of gross negligence plus willful deception by the Chinese government led to this.

https://t.co/aBp9G9bG4C"
2688,"Speaking with @marthamaccallum on Fox News Channel at 7:00 pm tonight.

Tune in!"
2689,RT @senjudiciary: Today Chairman @LindseyGrahamSC released an additional declassified transcript of George Papadopoulos and FBI confidentia…
2690,"Kim Jong Un is one of the most ruthless people on the planet and if he’s dead, I’m not going to shed a tear.

https://t.co/7eUFS8sReY"
2691,"We want the masks made in the United States.  

We don’t want to ever have to rely on China or anyone else for our basic health care needs.

https://t.co/SY1ohnZpDo"
2692,"RT @MegKinnardAP: “We want the masks made in the United States,” @LindseyGrahamSC  said after watching the unloading of the masks from a Bo…"
2693,"However today was yet another reminder – I dare say ‘Wake Up Call’ - about how dependent we have become on China for our medical supply chain.  

If the disease returns in the fall hopefully we will not have to rely on China for medical equipment as it will be made in the USA."
2694,"I appreciate all those who were able to secure over 1 million masks for Prisma Health in South Carolina.  

Also thank you to Boeing for providing the DreamLifter to deliver these medical supplies from China. https://t.co/sL8vW38u3D"
2695,"Happy birthday to @FLOTUS @MELANIATRUMP.  

Melania is doing a tremendous job representing the USA!"
2696,"RT @JudgeJeanine: .@LindseyGrahamSC says, “I want China to do three things or be sanctioned..”
Here are the three points he mentioned below…"
2697,RT @JudgeJeanine: Big show on deck tonight! @LindseyGrahamSC @KellyannePolls @GOPLeader @MattWhitaker46 &amp;  @RepDougCollins-- be sure to tun…
2698,"The bottom line is, without Joe Biden, there would be no ISIS. 
 Without Donald Trump, the ISIS caliphate would still exist. 

Donald Trump is the one that killed Soleimani -- the biggest terrorist of all in Iran -- and Joe Biden opposed that.

https://t.co/KN8Pz0RDat"
2699,"📺📌📺📌📺

Speaking with @seanhannity tonight at 9:20 pm.  

Tune in!"
2700,RT @SenRickScott: The @WSJ Editorial Board hits the nail on the head here. And thank you for acknowledging those of us (cc @SenSasse @Linds…
2701,America can't go back to work yet because Congress made it pay more to stay home https://t.co/JJg8FQoq3V
2702,"The Senators were attacked in the media, and House Speaker Nancy Pelosi called them “cruel.” 

But they turned out to be right. https://t.co/9F64ScHYzB"
2703,"Very sorry to hear of the passing of Elizabeth Warren’s brother - Donald Reed Herring - who succumbed to #COVID19.  

I know @ewarren has a very close family and my prayers are with her and her entire family during this difficult time.

https://t.co/fTwwh62jqB"
2704,"ICYMI:
Spoke yesterday with @wyffnews4 about Georgia's decision to re-open barbershops, tattoo parlors and other close quarter businesses.  

WATCH:
https://t.co/O4EKC7cF68"
2705,"We are fifty individual states but when it comes to the virus we are all in this fight together.  

Because of the sacrifices we have made as a nation there is light at the end of the tunnel.  Better days are ahead."
2706,"I am confident that in the coming weeks – if we follow the guidelines – more and more businesses will be safely reopened.  

Our goal is to achieve a bump in the economy without creating a spike in the virus."
2707,"The best way forward is to follow the guidelines set by President Trump and his team. 

Barber shops, hair salons, tattoo parlors, and other close quarter business activity will come after a successful Phase I."
2708,"I totally understand Governor Kemp’s desire to allow businesses to reopen as small business owners are under great stress.

President Trump and his team have given us a sound roadmap on how to safely reopen the economy.  I strongly suggest, as a nation, we follow it."
2709,"I agree with President @realDonaldTrump’s concern about Georgia going ‘too far too fast’ with business re-openings. 
 
I have great respect for Governor Kemp and believe that future re-openings can occur rather quickly but we must get Phase I right. https://t.co/iKmTeZEW8J"
2710,"I want to make people whole who lost their job through no fault of their own. 

But I don't want to pay people more NOT to work than to actually go to work.  

https://t.co/F6zw84AsXA"
2711,"Being strong in the Middle East has proven, over time, to be the only way to deal with threats.

Well done Mr. President!"
2712,"Totally support President Trump’s decision to allow U.S. Navy vessels to engage any threats coming from Iran. 

We owe it to our men and women in uniform to allow them to protect themselves.  

🇺🇸🇺🇸 https://t.co/6qu2wRQkAS"
2713,"Need a reason to participate in the next #TeamGraham Facebook Live or Tele-Town Hall? Aside from good conversation, you just never know what sort of questions are going to turn up... https://t.co/UiflGAaLzN"
2714,"Speaking with @seanhannity tonight at 9:20 about the latest int the fight against #COVID19.  

Tune in!"
2715,"ICYMI:
Spoke with @foxcarolinanews today about: 

➡️ South Carolina taking limited steps to reopen our economy
➡️ actions in Georgia regarding #COVID19 
➡️future relationship with China
➡️ will schools reopen this year
➡️ North Korea and more.

WATCH:
https://t.co/QzVBAm0dV4"
2716,"@henrymcmaster We respect Georgia's right to determine its own fate, but we are all in this together.  

What happens in Georgia will impact us in South Carolina."
2717,"I support what South Carolina Governor @henrymcmaster announced yesterday --  a small reopening of our state's economy with a focus on social distancing.  

I worry that our friends and neighbors in Georgia are going too fast too soon."
2718,"RT @WSPA7: ICYMI: Senator Lindsey Graham spoke with Amy Wood about his own experience with the EF-3 tornado in Seneca.  

For a full recap…"
2719,"I want to make people whole who lost their job through no fault of their own. 

But I don't want to pay people more NOT to work than to actually go to work.  

https://t.co/eGqalmGyWu"
2720,"RT @JudgeJeanine: .@LindseyGrahamSC is here tonight to react to my open and says, “China is the largest state sponsor of pandemics in the w…"
2721,"📺 Tonight at 9pm!  

Tune in! https://t.co/A1Evi5KzPk"
2722,RT @JudgeJeanine: Big show on deck tonight! @LindseyGrahamSC @Jim_Jordan @PressSec @MarshaBlackburn @AGPamBondi  &amp; @DarrellIssa -- be sure…
2723,RT @VoteTimmons: If only all those California donors could vote here in South Carolina.
2724,"RT @votetimscott: @HillaryClinton Hillary, while you have nothing to do but tweet, Lindsey continues to get work done to help South Carolin…"
2725,"RT @NikkiHaley: Interesting, but not surprising as @LindseyGrahamSC has been busy helping protect South Carolinians and working with @realD…"
2726,"It's ridiculous we cannot replenish the small business loan program which is working well.  

If we can't reach an agreement to save additional jobs in the small business sector, Congress should cut its own pay!"
2727,"RT @DailyCaller: Sen. Lindsey Graham Releases Declassified FBI Informant Transcripts, Carter Page FISA Records. https://t.co/PAwA0ndwzY"
2728,"RT @senjudiciary: “I’m committed to being as transparent as possible about the circumstances surrounding FISA abuse.”

“The goal is to make…"
2729,"RT @senjudiciary: Chairman @LindseyGrahamSC releases key material related to FISA abuse investigation:

✅Declassified DOJ materials

✅Timel…"
2730,"Iran is the largest state sponsor of terrorism.

China is the largest state sponsor of pandemics.

https://t.co/korT6s5msF"
2731,"Iran is the largest state sponsor of terrorism.

China is the largest state sponsor of pandemics.

https://t.co/MuhL9iiwMS"
2732,"What did we do to Iran who is the bad actor? We sanctioned Iran. 

What should we do to the largest state sponsor of pandemics on the globe? 

We should sanction China to get them to change their behavior.

https://t.co/r8XnHJMB6Y"
2733,"If it were not for the irresponsible behavior of the Chinese communist party there would be no #COVID19Pandemic  

Thousands of Americans would still be alive and 22 million Americans would still be working at their jobs.

China is responsible. It is time to hold them to account."
2734,"Speaking with @seanhannity on Fox News Channel in just a few minutes.

Tune in!"
2735,"To those who want to second-guess the government’s reaction, I don’t buy it. The actions President Trump took probably prevented well over a million American deaths from the virus. https://t.co/jvmPfCfU5H"
2736,"Facebook Town Hall LIVE right now.  Answering your questions on #Covid19 and more.

WATCH:
https://t.co/HhB1jpZYxx"
2737,"Join our Facebook Town Hall currently in progress.

WATCH:
https://t.co/HhB1jpZYxx"
2738,"Holding a LIVE Facebook Town Hall right now.

WATCH:
https://t.co/HhB1jpZYxx"
2739,"Do you have questions about the government’s response to #COVID19? I’ll be hosting a live Facebook Town Hall tonight and would love for you to join me. If you have a question, leave it in the comments below and I’ll try to answer it at 7pm! https://t.co/UHcnLup0tT"
2740,"Speaking in just a few minutes about the latest on #COVID19 on ABC #TheView.  

Tune in!"
2741,"RT @TheView: COMING UP: Sen. @LindseyGrahamSC joins us to discuss the latest on the COVID-19 pandemic, how he thinks the White House is han…"
2742,"Join me Thursday, April 16, for a Facebook Live Town Hall! https://t.co/lGZjGOHxUH"
2743,"Until WHO changes its behavior and leadership, I think it’s in America’s best interest to withhold funding. They’ve been deceptive, they’ve been slow, they’ve been Chinese apologists — and they've failed miserably when it comes to #COVID19. https://t.co/8Ifb6ohOVF"
2744,"I have great respect for 
@BillGates and his work in the public health arena. 

If someone like Bill Gates were in charge of the WHO I would gladly support increased funding, but I have lost all confidence in the current WHO leadership and capabilities."
2745,"The current WHO leadership has proven to be incompetent and shown overwhelming evidence of China bias.  

Cutting off funding to the WHO at this time is the right move.

https://t.co/DYv3QaSv20"
2746,"RT @seanhannity: #HANNITY TONIGHT: Obama endorses Biden, Trump vs. Dem governors, WHO cut off &amp; disturbing State Dept. cables on the Wuhan…"
2747,"RT @GOP: “Mr. President—the American people understand what you've done for them, and this effort to destroy Trump, no matter the cost of t…"
2748,"This morning, I went to @BorgWarner a really good local company, who was hit very hard and one individual was killed. 

We were fortunate we did not have a greater loss of life in Seneca, my hometown. https://t.co/ydx9jQLsYN"
2749,"@realDonaldTrump We voted to acquit President Trump on February 6. 

During that time, Democrats were making witness requests which – if they had been granted – would have extended the trial through most of February.  

Very sad, very dangerous."
2750,"When it comes to the month of February, most Democrats and the media were more worried about impeaching President @realDonaldTrump than coronavirus.  

https://t.co/dCCWIWMFDu"
2751,"Speaking with @MariaBartiromo this morning at 8:10 AM on @FoxBusiness Channel. 

Tune in! https://t.co/MBlkVY43QG"
2752,"Some on the right claim President Trump overreacted.  

Some on the left say he was slow to react.  

Based on my view, he made the right decision based on the circumstances.  President Trump acted responsibly."
2753,"➡️Also remember Democrats were pushing hard to extend impeachment in early February by calling additional witnesses to the Senate trial.
 
Clearly, Democrats were not concerned about #COVID19 hurting the country when they were pushing an extension the Senate impeachment trial."
2754,"➡️The U.S. is in the middle of a presidential impeachment trial and President @realdonaldTrump is supposed to shut the entire economy down?  

I wonder what Democrats would have said about this move during the height of the Senate impeachment trial?"
2755,"Let me see if I’ve got this right:

➡️ The World Health Organization in January says no human-to-human transmission in China.  Don’t stop travel to and from China."
2756,"Thinking about all my friends and neighbors who are suffering.  

The power of nature is enormous."
2757,"A very difficult time for my hometown of Seneca, South Carolina which was hit by a tornado early this morning. 

Apparently we have suffered loss of life and a lot of wind damage. 

Friends at Borg Warner plant hit hard as well as other areas."
2758,"Very pleased to see Prime Minister @BorisJohnson was discharged from the hospital and delivered a moving tribute to health care workers.

We must keep our guard up as we battle #COVID19 but better days are ahead.

🇺🇸🇬🇧 https://t.co/oQ1T6R7SGH"
2759,Wishing you and your loved ones a very Happy Easter! #HeIsRisen https://t.co/Le3oNnyql6
2760,"I want to make our response to this so overwhelming China will change its behavior. 

I want the medical supply chain back in the US, and I want to stop canceling some debt that we owe to China because they should be paying us - not us paying China. 

https://t.co/P4cKaLwMeE"
2761,"The first thing I want to do is get the United States Senate on the record where we, we don’t blame Trump - we blame China.

The Chinese government is responsible for 16,000 American deaths and 17 million Americans being unemployed. 

https://t.co/wpa9n9hFtx"
2762,"RT @seanhannity: #HANNITY TONIGHT: We’ll tell you what needs to happen to safely re-open the economy, plus we’ll expose media bias on coron…"
2763,"Sens. Graham, Coons call on China to 'immediately' shut down wet markets

https://t.co/Ic5GHlngbY"
2764,"Speaking with @seanhannity tonight at 9:20 pm on Fox News about the role of Chinese Wet Markets in the #CoronavirusPandemic.

Tune in! https://t.co/cwlp6Tpp9e"
2765,RT @ScottWalker: @LindseyGrahamSC https://t.co/biMZkSNHMh
2766,"Many people, like former Governor @ScottWalker of Wisconsin could provide expertise to such a Task Force.  

Our unemployment systems are failing due to outdated technology and overwhelming claims.  

The U.S. Department of Labor needs help  in coordinating the response."
2767,"While unemployment benefit programs are primarily state responsibilities, I would encourage President @realDonaldTrump and his team to create a Task Force focused on the problems associated with unemployment ASAP."
2768,"I appreciate all the Trump Administration is doing to contain coronavirus and help employers and workers affected by our mitigation policies.  

However, the unemployment problem in this country is in dire need of focused attention."
2769,"When it comes to problems associated with mass unemployment, I fear the worst is yet to come.
 
Millions of Americans are out of work through no fault of their own."
2770,"As the #COVID19 outbreak continues, donations are needed to maintain sufficient blood supply. 

Blood centers are taking necessary precautions to ensure your safety. 

If you are healthy, consider donating blood to ensure availability for those in need. 

https://t.co/q7xjmZmrxv"
2771,"Sens. Cory Booker, Lindsey Graham and more than 60 congressional lawmakers urged the World Health Organization on Thursday to ban and permanently close all wet markets globally amid the #CoronavirusPandemic.

https://t.co/uAMzjFOoTP"
2772,"Do I believe that China should be held financially responsible for the COVID-19 pandemic? Absolutely.
 
Click RETWEET if you agree! https://t.co/TBfjFIHgWX"
2773,"Tonight begins the celebration of #Passover one of the most meaningful holidays for my friends of the Jewish faith.  

Our faith gives us hope better days are ahead during difficult times like these.  

God bless and have a wonderful #Passover celebration."
2774,"Speaking with @TeamCavuto today at 4:10 pm on Fox News about the latest on #CoronavirusPandemic.  

Tune in!"
2775,I’ve received numerous questions about the federal government’s response to COVID-19. Here are my answers to 3 of the most frequently asked questions. https://t.co/SGr9HjTClF
2776,"@BernieSanders policies now OVERSHADOW the party of @BillClinton and @BarackObama.
 
A weakened @JoeBiden, who enjoys very little enthusiasm for his candidacy, will DARE NOT cross the Bernie movement on policy.  

That is good news for President @realDonaldTrump!"
2777,"Bernie Sanders’ honesty about being a socialist may have cost him the Democratic nomination yet again.  

However, he should feel some satisfaction in the fact that HIS POLICIES have won the day in the Democratic Party."
2778,"@BernieSanders However, while I firmly believe the socialist agenda pushed by Senator Sanders is out of the mainstream of America, in many ways his agenda will be the on ballot in 2020.  
(2/2)"
2779,"Whether you agree or disagree with @BernieSanders he has made a real difference in the Democratic Party.  

All of his supporters should be proud of the effort. (1/2)"
2780,"ICYMI:

I’m in charge of the Appropriations Subcommittee and I’m not going to support funding the WHO and its Chinese apologists.

Under the current leadership, I don’t think they’re a good investment for the US.

WATCH:
https://t.co/tQNmRvTfG7"
2781,"Speaking with @marthamaccallum tonight at 7:30 pm on Fox News Channel.

If it were up to me the whole world would send China a bill for the #CoronavirusPandemic."
2782,"In my opinion, Captain Crozier was properly relieved of his duties for allowing a letter to be disseminated outside the chain of command which showed the ship was in a compromised position.  This was not the way to do business.  

A fresh start for the Navy is very much in order."
2783,"Appreciate acting Secretary of the Navy Thomas Modly tendering his resignation in light of his engagement with the crew of the USS Theodore Roosevelt.  

It was very inappropriate to attack the former captain in the manner shown by acting Secretary Modly.

It is time to move on."
2784,"I want to take a moment to thank all of those on the front lines of the fight against our invisible enemy: Our doctors, nurses, first responders, and those up and down the supply chain who help keep our shelves stocked. Our prayers are with all of you! https://t.co/MkCEksYOf1"
2785,"RT @dcexaminer: ""I'd make China pay big time.""

@LindseyGrahamSC says China should pay for the pandemic.
 https://t.co/h3QojWwKx4"
2786,"If it were up to me the whole world would send China a bill for the #CoronavirusPandemic.  

This is the third pandemic to come out of China."
2787,"Speaking with @seanhannity tonight at 9:25 pm about the latest on coronavirus and the future of the US-China relationship.

Tune in!"
