,text
2225,Never before have we seen this kind of momentum for women and girls: https://t.co/iMQFkUTs5C via @marieclaire https://t.co/62prALiO6p
2226,"RT @marieclaire: Meet https://t.co/kY1KgKghZF's new contributing editor, @MelindaGates: https://t.co/KJAZSPt5E1 https://t.co/L6ULpB0qQk"
2227,"In the @USC video game design program, there are now more women than men: https://t.co/jd2dZPFAt8 via @LATimes https://t.co/K1NwCWGF01"
2228,"If women were paid market value for the work they do around the house, their incomes would almost equal China's GDP: https://t.co/4FMwx5I2dR"
2229,What's America's greatest innovation? I make the case for mobile phones. Hear why &amp; cast your vote @TheTakeaway: https://t.co/XJ1zjERtyd
2230,The stories we read to our kids shape the way they see the world and their role in it: https://t.co/yGRvKPG97L https://t.co/rxN2KijMkW
2231,Only 22% of students taking the computer science AP exam are girls. It's time for change. This initiative will help: https://t.co/I4GVabBxLM
2232,Women shouldn't be in the dark about whether they're receiving equal pay. Better data helps stop discrimination: https://t.co/tVzR8Si4Bg
2233,How do we get lifesaving #familyplanning tools to more women? Here are 5 ideas: https://t.co/tNqBZOBhn5 #ICFP https://t.co/PSHqp02y64
2234,7 benefits of family planning that have nothing to do with sex: https://t.co/hsLZzcQm0i https://t.co/pdOebdkLoN
2235,Women everywhere spend more time on unpaid labor than men. What would they do if they could get those hours back? https://t.co/pY6jvygdZL
2236,4 years ago we committed to giving 120M more women access to contraceptives. Let's finish what we started: https://t.co/AYU1mXGnSN #ICFP2016
2237,Can #familyplanning change the course of a woman's life? Ask Manju and Sushma: https://t.co/mXfWlO8Wo0 #ICFP2016
2238,"For me, it was my dad. For my daughters, it’s Bill. Fathers play a crucial role in getting girls involved in science https://t.co/y00lDSpSX7"
2239,Giving life should never mean losing yours. More moms survive when they have access to #familyplanning. #ICFP2016 https://t.co/TcUUohXBKM
2240,"This week, let's get closer to a world where every woman has the power to decide her own future. #ICFP2016 https://t.co/kz2H4PXRaW"
2241,I loved spending time with @GlobalShapers in #Davos. They are already having big impacts early in their careers. https://t.co/mxzGs56oCO
2242,Inspired by these women working toward gender equality. @hannahgodefa @JustineGreening @almmura #davos https://t.co/d29xcmqLLc
2243,“Men have to be part of this conversation.” - @JustinTrudeau on #genderequality https://t.co/dkhYsUtPxJ https://t.co/cwmcAyfISX
2244,"Photographer Steve McCurry masterfully captures India's ""extraordinary contradictions"" https://t.co/ukJPSAR9vf @BBC https://t.co/g7e2IBHrmw"
2245,Eliminating poverty must remain at the top of the global agenda. 3 things that will help get us there: https://t.co/GEpquiMMOI #Davos #WEF
2246,@Anne_Hidalgo It was wonderful to see you again in #Paris. I'm inspired by your commitment to government innovation. Merci!
2247,@TinaBrownLM Thank you for hosting this evening. It is an honor to be recognized alongside Obiageli Ezekwesili.
2248,"To help break the cycle of poverty, give a woman a cell phone: https://t.co/czxxVYbZPQ via @dealbook https://t.co/MhUQKk9R3v"
2249,One of these women might be the first person on Mars: https://t.co/fOqej1XPXd via @glamourmag https://t.co/OwcPEtKLbl
2250,There are 2.6 million stillbirths each year. Most of them are preventable. Together we can #endstillbirths: https://t.co/aNG88Qv4dU
2251,"It was great to spend time w/@MaitenaBiraben at @GrdJournal in Paris. Merci, Maitena. https://t.co/MAjwARLlUI #LGJ https://t.co/QNmOiaoqty"
2252,"If women could spend more time doing things they love and less time doing chores, how many lives would they change? https://t.co/Ke4RIloOIl"
2253,Remarkable progress in Nepal--maternal mortality is down 75% since 1990: https://t.co/G21V4f8AAk via @dev_progress https://t.co/THSyYGSBBM
2254,"After learning about the Ebola outbreak, 17-year-old Olivia Hallisey was inspired to help: https://t.co/QMh0rQxLZo via @colbertlateshow"
2255,The incredible Dr. Mkopi talks parenthood and diarrhea in this great interview: https://t.co/VFeHDJVp7H via @NPR
2256,"Who does a family's laundry? Almost everywhere, it's the mom. What would she do if she could get those hours back? https://t.co/B6Xt7ckAhB"
2257,"If you liked @amyjccuddy's TED talk on power poses, you should check out her latest project: https://t.co/h652I1fYpX https://t.co/lP07Ibes4H"
2258,.@marktuschman is using art to highlight the everyday courage of women around the world: https://t.co/vlqFdPEmBY https://t.co/sZdrM73wM6
2259,"Ricky Thacker’s math class was one of the most memorable Bill &amp; I have ever seen: https://t.co/cgNdft81cP
https://t.co/A4l4zmtW21"
2260,"Meet Kane, who told me over pizza that AP Geography taught him to believe in himself: https://t.co/QUdOfJRHX6 https://t.co/dKl8kuGefq"
2261,"Easily my favorite interview Bill and I did all year: https://t.co/ELmRhVPgG4
https://t.co/WfmgEXIplt"
2262,Every student in the country deserves to go to a school like this one: https://t.co/2Y9N0OHt66 https://t.co/QBY4mtNLa5
2263,"Powerful mantra used by @AmbassadorPower: ""Never compare your insides to somebody else’s outsides."" https://t.co/A4PVrEpEvc"
2264,Great Q&amp;A with Bill Gates Sr. on raising Bill and a life-changing conversation we had while in line for the movies: https://t.co/jqeX7umxKp
2265,What was your most memorable New Year's resolution? Mine was deciding to be less afraid: https://t.co/Kv0sToezSm
2266,Here's how I'd like to remember 2015: a year of exceptional moments for women: https://t.co/JiiS9jP9x9 @MAKERSwomen https://t.co/r7y3j1ixXa
2267,One of the highlights of my year--meeting these incredible women in Malawi: https://t.co/jyz7CuLPJW via @marieclaire https://t.co/bO54k7s3LT
2268,A bindi that delivers nutrients &amp; 25 other innovations that are changing the world https://t.co/w34DIFZHQA @mashable https://t.co/rq8A6t7OBr
2269,Great holiday read: @NPR on the relationships we have with our adult siblings and the role of evolutionary biology: https://t.co/saeIVet9hT
2270,Had a great time talking philanthropy with @NickKristof @WuDunn @NinaEaston at the @Smithsonian earlier this month: https://t.co/4iRsujpFXw
2271,Not convinced that #vaccineswork? Take a look at this map: https://t.co/3AAXKijHyd https://t.co/oUofpxXsWY
2272,Reflecting on the stories that inspired our work at the @gatesfoundation this year: https://t.co/WkARncgPJs https://t.co/EFI47Z0wh1
2273,"Bill and I are both bookworms. Here are some of his favorite reads from 2015.
https://t.co/GFy4ohO4vc"
2274,A new @UN report says women take on 3 of every 4 hours of unpaid labor. Why that matters: https://t.co/iP1izYE1BU via @TheAtlantic
2275,This photographer captures the beauty and complexity of the first days of motherhood: https://t.co/PDCT8aGuOb https://t.co/HI1JibVZKu
2276,Impressed by Abby Wambach on &amp; off the field. Good luck tonight! https://t.co/y3gikrAvUO @FortuneMagazine @ussoccer https://t.co/QzNQPFiFKe
2277,"Companies w/strong female board members saw 36% greater return on equity: 
https://t.co/CO6VinNHLW @FortuneMagazine https://t.co/cEhu4g0WGX"
2278,"From Seattle to Senegal, cell phones are critical business tools: https://t.co/uHrr9gDeUs via @GoatsAndSoda https://t.co/txwAWzp855"
2279,Congrats to my friend @CTurlington and @everymomcounts on the launch of #GivingBirthInAmerica. Watch it here: https://t.co/8jO7MzS8il
2280,"While the boys in Prune, India fly kites, the girls do all the work at home. So the boys are making a change: https://t.co/Q8ZzM9mW0f @NPR"
2281,"Our family loved ""Inside Out."" I wish I'd had these fun tutorials when I was learning to code in high school. https://t.co/vsuprBeWp6"
2282,"To get to school, some girls in Malawi walk 10 miles. What if they had bikes? https://t.co/NAOKP69jRB @LaurenBohn https://t.co/dRgbplTL3u"
2283,Great to see more love for the Dash robot. Excellent #STEM gift suggestions via @FatherlyHQ: https://t.co/Hv3l2SNfLe https://t.co/dGrwArrhy5
2284,"Thanks, @PeytonList. With young and powerful women like you speaking out, I can’t wait to see what we achieve."
2285,".@karliekloss on fashion, learning to code, and having an impact:
https://t.co/qxHH8du8Dr via @WSJ https://t.co/jnshu2DVTR"
2286,.@THR Thank you for having me! The way we view women on screen changes how we view women in our lives. https://t.co/L72FhrQ6HE
2287,Angela Merkel put women and girls on the global agenda. Now she's the #TIMEPOY: https://t.co/0EyVPQm28m via @TIME
2288,Excited to speak at the #THRWomen in Entertainment breakfast today and celebrate some of the most trailblazing women in the industry. @THR
2289,Honored to be featured in @PORTERmagazine with @EmWatson and so many other women I admire. https://t.co/1gj5tnCc24
2290,These #STEM presents for young scientists are gifts that keep on giving: https://t.co/ULFRDKrGZ8 https://t.co/RBRGd4GhIO
2291,Looking for a way to give back when buying holiday gifts? Some of my favorites: https://t.co/PJgpTSuXox via @people https://t.co/MySTfOImER
2292,Love this @goldieblox video celebrating trailblazing women. #ShesWorthIt https://t.co/5UFsPThMFH
2293,"The incredible story of Matlab, Bangladesh: https://t.co/NTlt2E9SOi @nytimesfixes https://t.co/yKPbvme5hB"
2294,"Of all the things there’s an app for, this one’s important: making childbirth safer in Ethiopia: https://t.co/6NKZsaMhnc @qz"
2295,Support @RED today and get the chance to ride a bike with my friend Bono. https://t.co/arRcR4qIvK #WorldAIDSDay https://t.co/J7r8rZTruY
2296,Perfect way to spend #GivingTuesday-- talking philanthropy w/ @NickKristof @WuDunn &amp; @NinaEaston at @amhistorymuseum https://t.co/l7SVxaiNsW
2297,Happy #GivingTuesday! Share this video &amp; @RED will provide 10 days of life-saving HIV treatment. #WorldAIDSDay https://t.co/7tg2ZQ6MiE
2298,Big news: Bill is partnering with govts. and private investors to make a historic investment in clean energy #COP21 https://t.co/kNhYs2k3aE
2299,Bill &amp; I work hard to teach our kids gratitude. @NYTMotherlode suggests sharing family stories of receiving help: https://t.co/IwG8aHqdlZ
2300,What’s the most valuable necklace in the world? One that saves lives: https://t.co/56EJGZiQB2 @UNICEF @NPR
2301,Thanks @feministabulous for busting vaccine myths with your sharp sense of humor: https://t.co/PZIAPceiSA
2302,"When I was in high school, my father brought home a gift that changed my life: a computer: https://t.co/7N1Y4F8kTc https://t.co/uEIwq3c0uO"
2303,"Let's unlock the potential of half the population. Learn more @MAKERSwomen: https://t.co/aXmvVVR7JT
#OnceAndForAll https://t.co/mVlLJ8cDbJ"
2304,".@CarolineLHoward, thank you for turning our great conversation into this thoughtful piece. https://t.co/ck7EW7hkdl"
2305,Digital technology can transform women's lives. @WorldPulse looks at how to get them access: https://t.co/63fLVxTvuk https://t.co/1iLmhBP2un
2306,Proud to be there today! No one deserves this more @TriciaRaikes &amp; @jeffraikes. Thanks for all you do to give back. https://t.co/CruxumrqKm
2307,"Every time we innovate with women’s lives in mind, we get a little closer to equality: https://t.co/SnjrEV1zuH https://t.co/TSoBgYW1ai"
2308,"Good reminder from @SueDHellmann that individuals not only can make a difference – they already do, on a huge scale: https://t.co/UbxmVxZCBT"
2309,This new vaccine could wipe a disease off the map: https://t.co/7017Fdbpe1 #vaccineswork @nprGlobalHealth https://t.co/FJxUYVo0DZ
2310,"RT @SueDHellmann: A flock of ducks. A solar lamp. A ""hero rat"". Holiday gift ideas that give back to the world: https://t.co/2Yz1IOYf4C via…"
2311,"""Women have learned to become more like men. Now men need to learn to become more like women:"" https://t.co/3l9ggnBIml via @nytopinion"
2312,Manju &amp; Sushma grew up 20 miles away from each other in rural India. But their lives are worlds apart. Why is that? https://t.co/4bn37FFJJj
2313,"For me, learning to code was like gaining a superpower. Love the action figure, @goldieblox: https://t.co/Uvj05vJMF1 https://t.co/Bvxy4GxHI7"
2314,"This entrepreneur is tackling malnutrition with local, affordable baby food: https://t.co/8PyjNnm34F @BBCAfrica https://t.co/33RaMiwa1B"
2315,"For many women, a mobile phone can be a stepping stone out of poverty: https://t.co/F4Zm3C5IKQ via @CGAP https://t.co/C5vb6ixmJU"
2316,"If women caring for their families constituted a nation, its GDP would be equal to China's: https://t.co/hPRCoSVkxz https://t.co/rRpj9wxUn8"
2317,".@EmWatson &amp; Malala: Thank you for using your voices to speak up for women and girls everywhere. 
https://t.co/cWRyq9F8Et"
2318,Inspired by young women like Mary Mwangi – championing access to #familyplanning in Kenya: https://t.co/XEryd08mbC via @guardian
2319,No volcano can interrupt the conversation on #familyplanning. 120 million women &amp; girls are relying on us: https://t.co/3pi7igpkMu #ICFP2015
2320,What can @nancylublin do with 6.5 million text messages? Save the lives of teens in crisis: https://t.co/bMVVkQAURg https://t.co/RKHxmZLtvM
2321,"My daughter is 13. If she were born in Nimmu's village, she could be someone's wife: https://t.co/yNg11yAQ6c https://t.co/OPNncRAlx2"
2322,"Serviam—“I will serve.” It was my high school's motto, and it’s where #MyGivingStory began. What’s yours? https://t.co/AYSbG3wStA"
2323,Geena Davis on why we need action--not just talk--on gender equity in Hollywood: https://t.co/VfDZA9IfqM @GDIGM https://t.co/uvGvN6yOqt
2324,.@BabatundeUNFPA knows moms are a good investment. Maternal health yields a 3X ROI: https://t.co/PYqgzFP6M3 via @HuffingtonPost
2325,"Behind Apollo 11's ""giant leap for mankind"" was a woman named Margaret Hamilton: https://t.co/5Te9Fi3cZ0 @WIRED https://t.co/WErDSsFImO"
2326,"In Tanzania, 90% of kids don't have birth certificates. Cell phones are changing that: https://t.co/KUmXeSyYe3 https://t.co/I8Slvb8FS9"
2327,.@SusanWojcicki makes a smart case for why the underrepresentation of women in tech “should be a Sputnik moment”: https://t.co/QA7SCO9TKk
2328,Join the fight against polio. Gates Foundation will triple your donation to Rotary today: https://t.co/FiCk2AZj1M https://t.co/VdpnYHqkhd
2329,"10 million children are alive and walking today thanks to polio fighters around the world: https://t.co/gI11h6lwqe
https://t.co/Qem0udv1y7"
2330,"Thanks to health workers like Joy and Mahesh, polio cases have dropped 99% since 1988: https://t.co/QUamFriALa https://t.co/0WRBjseOJv"
2331,"The fascinating theory behind why ""mom"" and ""dad"" sound similar in so many languages: https://t.co/7lL6GzyyUU https://t.co/Ye4zbzPnkA"
2332,Being born in a car in the U.S. is still safer than being born in 21 other countries: https://t.co/bhItiV6MZm https://t.co/avh8HQQVRT
2333,"By 2030, we could save 3.3 million women by investing more in maternal health: https://t.co/AG5FQqb5gU https://t.co/S9pVLD9eK0"
2334,Advice from fellow moms in preventing mother-to-child transmission of HIV: https://t.co/PDeN4RPt14 via @NewsHour https://t.co/ZlhyN3b9OQ
2335,We have the power to make the next 15 years some of the best for women and children. #MomentsMatter #GlobalMNH https://t.co/SBhacnrwbu
2336,"I’m excited to be in Mexico today at #GlobalMNH, speaking about our commitment to women &amp; children around the world. http://t.co/nhnWyBMhVv"
2337,Parents everywhere want to bring every good thing to their children. We can't do that without #familyplanning: http://t.co/FSV6dSvHMu
2338,"When we invest in the health of women and children, we are making an important bet on our future. #GlobalMNH http://t.co/KTKqDiLrOJ"
2339,My friends @KofiAnnan and @SamDryden2 explain why transforming African agriculture starts with women farmers: http://t.co/SNLw264J98
2340,The majority of the world's poorest people depend on agriculture. Fighting poverty #StartsWithFarmers #WFD2015 http://t.co/cyIhIrezP6
2341,"RT @NickKristof: The real threat to Indian greatness isn't cow-killings or Pakistan, but lack of nutrition &amp; education. My column http://t.…"
2342,"""We know women's participation can drive economic growth and social progress."" -@kimazzarelli http://t.co/6YbYTgGs5n http://t.co/bYtCWoemd9"
2343,Good read: @SallyOsberg &amp; @RogerLMartin's new book shows how more equitable societies can become the new normal: http://t.co/rm5osM7YvK
2344,Ana Mari Cauce is an excellent choice to lead @UW. Can't wait to see what she accomplishes in this position: http://t.co/SVnv0KgWDa
2345,A negotiation class for Harvard MBAs is helping girls in Zambia stay in school: http://t.co/jeNmnixmLv via @NPR http://t.co/40JLHtFuGg
2346,"#MyLifeAt15 I was doing my homework, on the drill team and putting our family’s new Apple III through its paces. http://t.co/AIeA6heu8J"
2347,Why I think setting aside one day for the world’s girls isn’t nearly enough: http://t.co/NtpSAFNsip #DayoftheGirl http://t.co/rFnjTF0Cvc
2348,Gender equality isn't just a women's issue: a thought-provoking talk by @e_nyamayaro: http://t.co/YN66zvTF9z http://t.co/7X6pJEJq2n
2349,We're not moving fast enough on #familyplanning. Let's act now to accelerate progress: http://t.co/ZbezwWoXQq http://t.co/E2MyVlSuCI
2350,"Our family watched the documentary on Malala’s life together. Bill’s take: http://t.co/AszYdYpJiq #withMalala
https://t.co/tPy3JHOQlL"
2351,What an incredible day of work—@helenegayle on getting HIV resources to people in need: http://t.co/XcWJNRDtJ6 http://t.co/31ymnTHrJ3
2352,Teachers deserve not only our support but the deepest gratitude from every American in this country. http://t.co/eQgWElKwyL
2353,.@NickKristof says the most important story isn't getting enough coverage. I think he's right. http://t.co/gjDpF2tT8S http://t.co/oJz10Fp8V5
2354,I couldn’t agree more: “This is the best story in the world today.” https://t.co/7HjmeIDsYU
2355,RT @gatesfoundation: Congratulations to #NobelPrize laureates. They saved millions of lives &amp; changed the fight against #malaria &amp; #NTDs. h…
2356,"It was hard to choose, but here they are: my favorite books I’ve read with my kids http://t.co/ZFSsYxR0IM @nprbooks http://t.co/zmJ5wykTZs"
2357,What does a child bride really look like? This photo series from @stephsinclair shows us: http://t.co/YoqYQ4gtxU http://t.co/l08bTJ6mUB
2358,"Honored to be a part of @ShoutGladi, a film celebrating the doctors who make childbirth safer for African women: https://t.co/2nkuaKo4tY"
2359,This tiny bracelet has the potential to save 1.4 million babies a year: http://t.co/bwvSjWH0zW via @OZY http://t.co/Z2FM6erteS
2360,“Companies can’t improve what they don’t measure.” This @LeanInOrg report is a first step: http://t.co/SCCJOVdlmI http://t.co/oauvZxEMSu
2361,Last week at #UNGA reaffirmed my belief that women and children are our best investment: http://t.co/OQ5uveL8Qy
2362,.@SlaughterAM ’s new book on the impact of gender equality is a must read for women and men alike: http://t.co/pKWOstHTL0
2363,"Great meeting you, Liz. Will be on the lookout for your piece on dooring! http://t.co/Y7VB1Ng7df"
2364,.@gatesfoundation remains committed to investing in women's and children's health #EWECisME http://t.co/3LVufPZzED
2365,Don't stand by while history is being made. Be a part of it. Support the #GlobalGoals: http://t.co/DBO7pcUFsx
2366,"In 2000, leaders committed to improving the health &amp; well being of people everywhere. Let’s finish what we started: http://t.co/9ek5jEN0j7"
2367,Another reason to invest in women: Gender parity could add $12T to the world economy in 2025 http://t.co/MkNyIoPkko http://t.co/y5LCBDJayp
2368,"What will it take to get more women in leadership? Childcare &amp; male champions, says study: http://t.co/6LBURl4pse @FT http://t.co/RnKi4Klu9p"
2369,Excellent piece by Bono. He explains why investing in women is the best way to end poverty: http://t.co/DHsxc0eMHf http://t.co/T2yg74kMkw
2370,"It's simple: when the world invested in moms, deaths went down. Progress is up to us.
https://t.co/cEg2Y8BAka"
2371,The Pope’s visit has me thinking about how faith has shaped my life. Join the conversation @mariashriver.com: http://t.co/pDjr3IBgWt
2372,RT @SueDHellmann: The world has lost an incredible leader in the fight against malaria. We are grieving with Alan Magill's family http://t.…
2373,"Challenge accepted. It’s quiz time: http://t.co/3KaCHFtIux
https://t.co/4btOCYeUF2"
2374,"As a mom and science nerd, I loved @smithmegan's advice for getting kids interested in STEM: http://t.co/4GylMErFI3 http://t.co/638H5NKVA7"
2375,.@phumzileunwomen on why 2015 is a threshold moment for #genderequality: http://t.co/mYInlvWExh via @huffingtonpost http://t.co/4MtWU6hG8N
2376,We’ve cut child deaths in half since 1990. But survival often depends on where you’re born: http://t.co/b0mbGvyfvc http://t.co/Zf3srTG6ZY
2377,My youngest daughter just turned 13. Here’s my wish for her and girls everywhere: http://t.co/miaUNbBl3F http://t.co/2KZ5EAaKIS
2378,"Couldn’t agree more, @Lagarde: “Women’s empowerment is an absolute economic no brainer:” http://t.co/bZUA15XytM http://t.co/bQ4bLJeoV9"
2379,My friend Patty Stonesifer explains why you go further when you lift up others: http://t.co/KfFPIkkSvu via @nytcorneroffice
2380,Interesting read from Andrew Moravcsik on the benefits of dads stepping up as lead parent http://t.co/wcM8jmtdQj @TheAtlantic
2381,“In India saying ‘sanitary napkins’ in public is like going to Hogwarts &amp; saying Voldemort.” http://t.co/64Tuh6mTkd http://t.co/yQ5EvDwFR1
2382,There were more women getting computer science degrees when I graduated from college than today. #NotThere http://t.co/NXeUJFOrit
2383,Women like Sabita Devi are quietly changing the world. Here's her story: http://t.co/d0PsVVJmIw via @WomensInstitute http://t.co/5IEmHi0RkB
2384,"I can relate: “When everyone was playing with Barbies, we were all making toy helicopters.” http://t.co/p7Nc4cKqmt http://t.co/GULuxaSHa7"
2385,Gender inequality is often invisible. These clever comics bring it to light: http://t.co/mF80GcdM8m via @UN_Women http://t.co/VAKNjg92eo
2386,Thanks for sharing—now let’s turn this into action. https://t.co/S5MommVfQx
2387,The reason coding bootcamps are attracting more women than tech jobs or colleges: http://t.co/dxCzKr6sWP @FastCompany http://t.co/OJkOZbb4Cx
2388,Are we already behind on fighting the next Ebola? @GaviSeth’s case for investing in vaccines now: http://t.co/yBfA6dls9c @TEDTalks
2389,Climate change impacts everyone. But you may not know that it’s hitting women hardest: http://t.co/5mn1l4UJCW
2390,"I love that the gender gap among top math students is closing. Now, let’s slam it shut. Via @qz http://t.co/gkaNqv3ByR"
2391,These pioneers paved the way for women like Amy Schumer and Mindy Kaling: http://t.co/HBXJDFIK8j via @bust_magazine http://t.co/qBxi6V2BKD
2392,"Happy birthday, Warren. I hope you’re celebrating with lots of Dilly Bars! http://t.co/CsqwXY17rl"
2393,These photos show why terms like ‘developing world’ are far too limiting: http://t.co/PeWEOrSc0u @NPRGlobalHealth http://t.co/tyCyH5ZYvf
2394,"Great to see a feminist hosting Late Night, @stephenathome. Now could you turn the thermostat up a bit? http://t.co/3r7yzLnVrh"
2395,These women broke one of the world’s most elite glass ceilings. Here’s their advice: http://t.co/ot3bxySmHh http://t.co/KnWRT5mhY1
2396,Economists say they’ve found the secret to ending extreme poverty. I had to click: http://t.co/wRCfu80LHO @TheEconomist
2397,I like this trend. Women-owned small businesses are up 27.5% since 2007: http://t.co/6RiNMUK9mQ via @CNNMoney http://t.co/keH4hPKNYc
2398,Impressive community activism. Residents pooled their money to give everyone scholarships: http://t.co/yF5wYW1pWV http://t.co/1oPrTgsRZO
2399,"When women are able to fully participate in the economy, everyone benefits: http://t.co/GDDAfTVCJJ @TheEconomist http://t.co/AkR2Li89i9"
2400,Skeptical about international development? I urge you to look at these #polio maps: http://t.co/PW0W4bRQHp http://t.co/XcZCOGF4Nc
2401,Time’s running out! Surprise a teacher with a gift to Donors Choose today and we’ll match your donation: http://t.co/oGOvNwoEYa
2402,Support a school in your neighborhood. Give to Donors Choose today &amp; we’ll match your gift: http://t.co/NslBogeS88 http://t.co/i0tDDEzsxc
2403,"This is one of my favorite parts of my job—meeting incredible, dedicated teachers: http://t.co/alshNombxi http://t.co/JBEmFMzmUr"
2404,"Let’s not forget what family leave is really about: healthier babies, thriving parents &amp; resilient families: http://t.co/dvz2AgCNca"
2405,"They may not be in the books, but there’s no question these women made history: http://t.co/H37MHi6FsQ @MAKERSwomen http://t.co/dDWaq7nNgF"
2406,Women in computing has fallen noticeably. Glad @Recode &amp; others are challenging the trend: http://t.co/HVi23wOq4w http://t.co/wLHKObAeDp
2407,Excited to see teachers using tech in the classroom. Educators share top trends: http://t.co/Jb3DImgXI4 #edtech http://t.co/9wcTZvHKpK
2408,"I’m inspired by these teachers. They use technology to support educators across the country: http://t.co/dTiTNb2nh5
https://t.co/mdJ2YNl0UI"
2409,3 lessons I learned from some of America’s most passionate teachers: http://t.co/g0Dx8NOIpy http://t.co/C8JxJmwzeb
2410,"Lyon Terry is just as passionate about his fellow teachers as he is about his students: http://t.co/co6qOulVOo
https://t.co/C35nx2T9or"
2411,I admire WA Teacher of the Year Lyon Terry's commitment to helping students and teachers: http://t.co/co6qOuDxcY http://t.co/Nq0sLOpfKV
2412,Thanks @marieclaire. Women &amp; girls can do anything. Let’s give them the chance to prove it: https://t.co/1s7xs9ZSyu
2413,“Confidence is like respect; you have to earn it.” Refreshing perspective from @mindykaling: http://t.co/t40kbsGQBn http://t.co/koPDaPx61D
2414,Fascinating @VICE story on female astronomer Maria Mitchell’s fight for equal pay in 1870: http://t.co/OnkDTPjXLA http://t.co/a8cc2h9WAo
2415,Teachers are going to school buses and treehouses to reach Mumbai's out-of-school children: http://t.co/Ut8VqkraP9 http://t.co/nP3TeFX4C9
2416,"I've been following @NYMag's ""She's the Boss"" series and enjoyed this feature on @TinaBrownLM: http://t.co/QWt4LRKz7H http://t.co/PsP1MohyTL"
2417,The number of female world leaders has more than doubled since 2005: http://t.co/VsKRTqQOYA via @pewresearch http://t.co/dPr0MvGBZD
2418,"This simple, inexpensive carrying device is a great example of human-centered design: http://t.co/K4T6UIG8wy http://t.co/Ta6RIk9Drc"
2419,Many women’s stories have been lost to history. These authors are trying to change that trend: http://t.co/3W0q4S1Sjl http://t.co/E7VuCU8HVd
2420,.@NickKristof is spot on about Barbara Bush. Her work with @ghcorps is impressive: http://t.co/l7WxA61HdX http://t.co/2HqyTlXlpa
2421,"Bill and I have always loved watching @TheDailyShow. Jon, you will be missed: http://t.co/zJBNgeJv3M @TheDailyBeast http://t.co/ZRoVWcIwSP"
2422,Leila Janah’s @Samasource connects people in some of the world's poorest places to tech jobs: http://t.co/c35LoOQY8T http://t.co/i5F3ylacCb
2423,#ILookLikeAnEngineer is rightfully challenging the face of engineering: http://t.co/ibTKLvSfmJ via @BuzzFeed http://t.co/naPSOi8mvw
2424,Find out how SMS can help improve #maternalhealth and #newbornhealth: http://t.co/euplWSJo8S via @TR_Foundation http://t.co/LW3Cj8UeZk
2425,"I'm always impressed by Megan Smith, especially her plan to raise our technology quotient: http://t.co/b1xwa2b53j http://t.co/pM5z84EsVJ"
2426,"During my stay in Malawi, I joined the women collecting water. Many women do this every day: http://t.co/lN3WMVdfdm http://t.co/upxAWkMADf"
2427,These women are rewriting the definition of role models in science http://t.co/6JUhwVJshd via @businessinsider http://t.co/OuidFE6Tbt
2428,If every woman had a smartphone it could help shatter their isolation and unleash their power: http://t.co/lnGJP3oNjB http://t.co/5MZsYIKihC
2429,I love these compelling stories and images from extraordinarily talented female photographers: http://t.co/dhREQlQPLC http://t.co/caavc2dmGQ
2430,Are we holding our daughters back? Here’s how we can raise girls to be leaders: http://t.co/v6dNaJs6e1 @onparenting http://t.co/3VlkO6ZKZ2
2431,Feminist hackathons are a great example of using technology to improve the lives of others: http://t.co/nyptoVFmMT http://t.co/3ag64qhWNO
2432,"This week, I’ll be sharing pictures from my trip to Malawi with @SueDHellmann on @Instagram: http://t.co/2k4wrALt0v http://t.co/b9vGRLhrpv"
2433,.@CTurlington is one of the most dedicated maternal health advocates I know: http://t.co/gEH7ti3vl4 via @womenslives http://t.co/LGoSbHHho3
2434,"Imagine, for a moment, that you are a woman in rural Malawi. Now, imagine you are expecting: http://t.co/XMr2H3Dtki http://t.co/JLyHhMn6Oc"
2435,"I developed a love for science early on. With @STEMbox, young girls can do the same: http://t.co/hRHe46oJ2V @MTVNews http://t.co/GryhLIIf25"
2436,.@SueDHellmann on how one man calculated how his money can do the greatest good: http://t.co/SILzuPo3A7 via @Medium http://t.co/QH8JdwYOlk
2437,Part of a being a leader is valuing commonalities over differences. These girls are awesome: http://t.co/e9iZSLjvdk http://t.co/jjIJZ3DhT4
2438,"Tech is neither good nor bad, but it is powerful. Here are 3 examples of tech making an impact http://t.co/gjfo5OQwed http://t.co/n5Y3keADyj"
2439,This is the best type of fan art. Artist calls Malala her muse: http://t.co/xCgcNmndFB via @MTVNews @MalalaFund http://t.co/08IrrCZd5k
2440,Did you know there are 9 million women-owned companies in the United States? http://t.co/O4nLDW57HO via @Inc http://t.co/NLwfX8U7C8
2441,I hope that one day no girl will miss school just because she has her period: http://t.co/VU7FDLFzwe @HuffingtonPost http://t.co/d7t3lSQugz
2442,"Unable to get her research funded, this college student created a Kickstarter for scientists: http://t.co/OGnT03RKfG http://t.co/LSpqfArlba"
2443,I’m glad #TheAfricaTheMediaNeverShowsYou captures how vibrant life is in Africa: http://t.co/CHAJR1Xiai http://t.co/RjqXZUJwkk
2444,@drvickip Indeed. Teachers deserve our recognition and support! #ecet2
2445,Thank you to all the teachers who joined  #ECET2 today! I liked hearing your ideas on how to improve U.S. education. http://t.co/NidOyfD0w9
2446,I love meeting the women behind the statistics. Sharing my favorite stories  w/@alisaamiller &amp; @LisaStone #BlogHer15 http://t.co/4O1834AL6z
