,text
173,"Cynthia Paschal, senior associate dean for undergraduate education at @VUEngineering, has filled leadership roles with the Accreditation Board for Engineering and Technology (ABET) and the American Society for Engineering Education (ASEE).
https://t.co/i7JTXv6Vu5"
174,"Kimberly Welch, associate professor of history and assistant professor of law, has been awarded a 2022 @DanDavidPrize — an internationally renowned award.
https://t.co/A6WqCOa6Hm"
175,"Two Vanderbilt biomedical engineers, Anita Mahadevan-Jansen and Cynthia Reinhart-King, have been elected as presidents of prestigious national academic societies in their fields.
https://t.co/6u8fsFZfG5"
176,"To celebrate #InternationalWomensDay, we are highlighting the accomplishments of some outstanding women researchers at Vanderbilt.

🧵⬇️"
177,"Stella Vaughn, Mary Jane Werthan, Margaret Cuninggim, Sallie McFague, Shirley Collado &amp; Candice Storey Lee–women who have helped shape the university &amp; its history–are being honored in a new Women at Vanderbilt Portrait Project: https://t.co/h4zrD5KG5M

#InternationalWomensDay https://t.co/pWdLw8U6jm"
178,"A team of @VIIBRE_Lab researchers has received a $1 million @NSF award to build a pathbreaking “robot scientist”—a fully automated microfluidic system for parallel, independent, long-duration, machine-guided experiments.

Learn more ⬇️
https://t.co/mMMVneTMkZ"
179,"Why did Russia invade Ukraine? Kathryn David, a Russian and East European expert at Vanderbilt, gives a historical perspective via @ConversationUS. 
https://t.co/Q4lCiBPIyR"
180,"RT @VanderbiltAlum: Bestselling novelist and Vanderbilt alum @JP_Books, MA’70, has collaborated with @DollyParton on a new novel called #Ru…"
181,RT @VandyUnity: .@VandyUnity is excited to host @BillHaslam and @cyntoia_brown for their first sit down on March 15th at 6 PM CST. They wil…
182,"RT @vucommodores: Two Vanderbilt greats will be added to @theTSHF.

⚓️ David Williams II
⚓️ Toby Wilt

#AnchorDown 
https://t.co/LOiZ1EBpcj"
183,"Why have a record number of Americans quit their jobs since the start of the COVID-19 pandemic?

Vanderbilt sociologist Dan Cornfield offers insight into the mounting social issues that have contributed to the Great Resignation. https://t.co/8dVC0k05By"
184,"RT @VU_Chancellor: Nominations are now open for the 2022 Spring Staff Awards, recognizing the many contributions of university staff to Van…"
185,"Vanderbilt researchers have discovered a potential explanation for treatment resistance in skin cancer.

Learn how this discovery could help physicians better predict outcomes for their patients. ⬇️
https://t.co/SgAUu2wLIc"
186,"I Am Vanderbilt celebrates the talents and contributions the people of VU bring to work each day.

Meet Alyssa Aloyo, a program manager for @Inclusive_Vandy who works on strategic planning, program development and cultivating relationships across campus. https://t.co/cR6bQXpYRs"
187,"Scientists often debate why species become specialized or generalized in regard to their diet.

A team of Vanderbilt researchers has found how species can be both generalized at the species level and specialized individually. #WorldWildlifeDay 
https://t.co/2th9cU5exr"
188,"DeSantis has also conducted extensive research on the highly specialized diets of polar bears, specifically during periods of rapid warming. #WorldWildlifeDay
https://t.co/fPZOb7emVG"
189,"🐻 + 🐻‍❄️= ?

What do you get when you cross a grizzly bear and a polar bear? A pizzly bear, of course!

Learn more about the pizzly bear from Vanderbilt Professor of Biological Sciences Larisa DeSantis (@DeSantisLab). #WorldWildlifeDay
https://t.co/jc79GwM4bO"
190,".@VUEngineering’s Audrey Bowden has been named a recipient of the Lewis Latimer Fellowship.

The exclusive program provides special access and mentorship to an exceptional small group of Black innovators for one year. Learn more: https://t.co/DLqgqlXvlU https://t.co/iZglJxEyGe"
191,"Watch highlights of sports icon &amp; champion of equality @BillieJeanKing and @VandyAD discussing progress made and challenges remaining for equality in sports as part of Vanderbilt’s celebration of the 50th anniversary of Title IX.

Learn more: https://t.co/O9CrEVBUt1 https://t.co/Mmob5wJQFB"
192,"Kimberly Welch, associate professor of history and assistant professor of law, has been awarded a 2022 @DanDavidPrize. The internationally renowned award recognizes early- to mid-career history scholars for outstanding contributions. #2022DanDavidPrize

https://t.co/45q6FSGBJn"
193,"Today at 4 p.m. CT: Sports icon and champion of equality @BillieJeanKing will discuss the past, present and future of sports with @VandyAD. 

The event is free and open to the public, but registration is required. ⬇️     #WomensHistoryMonth https://t.co/13NhaY5h2M"
194,"RT @VandyUnity: The @VanderbiltU Max Kade Center for European and German Studies, Department of German, Russian, &amp; East European Studies is…"
195,"RT @vucommodores: “Candice sees greatness in Vanderbilt. She wants more for Vanderbilt.”

Read how @VandyAD utilizes her role to bring athl…"
196,"Vanderbilt’s annual celebration of #WomensHistoryMonth will kick off Tuesday, March 1 with an event on the Sarratt Promenade hosted by the Margaret Cuninggim Women’s Center. 

Learn about events going on throughout the month at https://t.co/WHgUMs2aAG https://t.co/EqbLWNTOti"
197,"Registration is required for this virtual event, which is open to all. The event will be available to the public only at the time of streaming, so register today and tune in March 1 at 4 p.m. CT. https://t.co/AMGsZTQaEI"
198,"If there’s severe weather on campus, do you know what to do?

Make sure you’re signed up for AlertVU and get tips for making a severe weather safety plan ⬇️
https://t.co/tqILQde1iP"
199,"RT @VU_Chancellor: Full statement from Chancellor Diermeier on the events in Ukraine, and a list of resources available to all community me…"
200,"Some of Vanderbilt's leading experts in COVID vaccines, infectious disease and public health will discuss the future of COVID-19 during a March 10 virtual panel hosted by the @VU_Chancellor’s Lecture Series &amp; @VUBasicSciences.

Register now ⬇️ 
https://t.co/x7NpQnMPu3"
201,"As Russia unleashed an assault against Ukraine on Thursday, a panel of Vanderbilt experts brought context to the developments during a virtual event on the escalating conflict and its potential global implications.  

Watch ⬇️  https://t.co/spTVoX8QJP"
202,"A timely discussion today at noon w VU faculty historians &amp; foreign policy experts Lt. Gen. Jack Gardner (US Army, ret.), former deputy commander of US European Command; and Peter Pomerantsev, a Ukrainian-born British journalist senior fellow at SNF Agora Institute. 

Register ⬇️ https://t.co/rRuNgnrKIW"
203,"ICYMI: Sports icon and champion of equality @BillieJeanKing will discuss the past, present and future of sports with @VU_Chancellor &amp; @VandyAD during a virtual event on March 1.

Register today ⬇️
https://t.co/13NhaY5h2M"
204,RT @VandyUnity: We are teaming up with @VanderbiltU for a discussion on the everchanging conflict between Russia and Ukraine. Tune in at 12…
205,"“Vanderbilt provided the opportunity to combine so much of my background into one project.""

Learn how Ph.D. student Mayna Nguyen created a playable laser harp that embodies her longtime love for the instrument and her research into photonics: https://t.co/5rM7aFPKsX https://t.co/5hrmqiOysr"
206,"Vanderbilt’s English Language Center recently collaborated with @NICEnashville to help with its resettlement efforts for Afghan evacuees in Nashville.
Learn more 👇🏻
https://t.co/xL0JqDzxrm"
207,"Have you ever wanted to learn how to write a memoir or play the steel drum? Adults 50 and older can learn this and many other skills through the Osher Lifelong Learning Institute at Vanderbilt.

Register for spring classes👇
https://t.co/7vCph5OT6L"
208,"Vanderbilt University and @VandyUnity will host a virtual panel on the evolving crisis between Russia and Ukraine featuring faculty historians and foreign policy experts on Thursday, Feb. 24.

Register for the free event ⬇️ https://t.co/iP2ToP31dS"
209,".@VUEngineering professor @KarlZelik and Ph.D. graduate @lamers_erik revealed an exosuit designed to bring back relief to workers who have been under high strain throughout the pandemic. #EngineeringWeek
https://t.co/yukd3ecWFF"
210,"Vanderbilt researchers have developed the next generation of ultrafast data transmission.

“Future computers may be able to run a lot faster, and also with less power than current computers, by using light.” #EngineeringWeek https://t.co/2gCIITFIVI"
211,"An interdisciplinary fellowship with Vanderbilt’s Data Science Institute led a Vanderbilt student to develop promising machine-learning technology that makes surgeries safer and easier to review. #EngineeringWeek
https://t.co/2dC1X6Wb7R"
212,"Inspired by his African roots, Vanderbilt student Wenitte Apiou set out to create an accessible language learning program for African languages with help from @theWondry. #EngineeringWeek
https://t.co/yrW4EChzsN"
213,"Food insecurity affected 14 percent of households in Harris County, TX in 2020. @VUEngineering professor @HibaBaroud is developing tools to support @HoustonFoodBank with disaster preparation, response and recovery. #EngineeringWeek
https://t.co/sFGWKy0wlQ"
214,One of the largest obstacles for patients seeking substance abuse treatment is a lack of transportation to the treatment facilities. @VUEngineering professor @camp_lilred and @myTDOT are working to clear those roadblocks. #EngineeringWeek https://t.co/pn3tPTXHOf https://t.co/6Sya2nAVsJ
215,"Vanderbilt researchers have developed a robot that could revolutionize surgical procedures for treating prostate cancer, making it safer and less invasive. #EngineeringWeek https://t.co/P9K5BRhRwC"
216,"@mona_y7 Congratulations, Mona! 🎉  Welcome to #VU2026 and Anchor Down!"
217,"In this space, you belong. 💛🖤 https://t.co/fTELZo5NpQ"
218,"We checked in with @VUEngineering student @samblum17 and @vanderbiltlaw professor @dispositive after they represented VU on @Jeopardy.

Hear about their experiences on the show and how they prepared to compete, including buzzer strategy. #JeopardyCollegeChampionship https://t.co/ASJW4pGJRD"
219,RT @WorryTimez: It is pretty fun to be part of a video with these inspiring @VanderbiltU women. Both @tiffinytung and Kelly Holley-Bockelma…
220,"Sports icon and champion of equality @BillieJeanKing will discuss the past, present and future of sports with @VU_Chancellor &amp; @VandyAD March 1 as part of the Chancellor’s Lecture Series and the university’s celebration of the 50th anniversary of Title IX.
https://t.co/13NhaXNFEc"
221,"RT @VU_Chancellor: Panel discussions, a celebration on Alumni Lawn &amp; a ceremony with academic regalia will be part of the Board of Trust's…"
222,"@AlliRodrigues22 Congratulations, Allison! Welcome to #VU2026! 🎉⚓️⬇️"
223,Tune in at 7:30 p.m. CT Wednesday to see Sam compete! #JeopardyCollegeChampionship https://t.co/jWku7ElDV0
224,"RT @ScottHanson: I’ve known @samblum17 since he was 14 yrs old &amp; “the biggest #nflredzone fan”. 
Excited for him to rep @VanderbiltU on @Je…"
225,"Vanderbilt faculty in the College of Arts and Science are helping to shape future generations of scientists and make the #STEM field more inclusive.

Hear why they say it’s important to them to have more representation in their field ⬇️ https://t.co/JxLwkVdUS7"
226,"Skyscrapers are among the most beloved and iconic examples of American architecture. A new exhibit by the Vanderbilt Fine Arts Gallery, ""Skyscraper Gothic: Medieval Style &amp; Modernist Buildings,"" explores the stylistic development of tall office buildings.

https://t.co/KoUbJI0PPJ"
227,"RT @SEC: 𝐕𝐚𝐧𝐝𝐞𝐫𝐛𝐢𝐥𝐭 𝐁𝐚𝐜𝐤𝐬 𝐏𝐚𝐭.

Find out how @VanderbiltU is contributing to the fight against Alzheimer's: https://t.co/lusAyPs3qS

@TheSE…"
228,"ICYMI: @VUEngineering senior @samblum17 will make his appearance on the #JeopardyCollegeChampionship tonight!

Learn more about Sam, who has struck @Jeopardy gold two times.
https://t.co/XVcRCdlw1v https://t.co/Y2RDulPb5A"
