,text
1770,RT @AAUniversities: America's leading research universities are at the forefront of the battle against #COVID_19. Learn more at https://t.c…
1771,"RT @VandyAD: My hope is that while we return to normal in some ways, we create a new normal in others.
https://t.co/JMyeK1joM3"
1772,Vanderbilt responds to federal government decision to rescind new visa rules for international students https://t.co/MVxiL4MwLv
1773,Vanderbilt University has joined more than 50 of the nation’s top universities and colleges to stop a new federal directive that would force international students to leave the United States if their institution offers remote-only instruction in the fall. https://t.co/BeKxE7AwbT
1774,".@WillieGeist is a familiar face to @TODAYshow and @Morning_Joe viewers and to the Commodore nation. 

Read what it’s been like covering everything that’s happened in 2020, hosting #SundayTODAY, and his love for the black and gold 👇 
https://t.co/C0cQog7nnG"
1775,"Vanderbilt and peer institutions oppose new ICE guidance for international students, will file amicus brief

https://t.co/R3WmDTNAU9"
1776,"Vanderbilt statement on ICE guidance regarding international students

https://t.co/Y5tdYd26EW"
1777,"Vanderbilt Phase 2 of Return to Campus Plan remains in place as Nashville reverts to prior phase

https://t.co/MpGgOnY7CM"
1778,"RT @VU_Chancellor: “It's not an accident that sports, whether at the collegiate level or the professional level, are such an important part…"
1779,RT @Tennessean: New Vanderbilt University chancellor pledges bold action during national crisis https://t.co/eAbX4SOR0O
1780,"Our commitment to an inclusive Vanderbilt

https://t.co/b53WVevmON"
1781,"“I knew about the strength of the university, but what I didn’t know about was the culture and what really made it unique. This culture of collaboration and cooperation wasn’t just something that people talked about - it was lived.” -Chancellor Daniel Diermeier https://t.co/f7Ch5bD7gX"
1782,"RT @VU_Chancellor: ""I'm delighted to join Vanderbilt today. New beginnings are often filled with optimism; this is especially true when the…"
1783,"Members of the Vanderbilt community look back on the strength of Susan Wente’s leadership of Vanderbilt during her year as interim chancellor, a year that will stand out in history. https://t.co/kwKVUwAhcn https://t.co/5DrYnAVJ0k"
1784,RT @VUGradSchool: Provost’s office increasing support for graduate education https://t.co/rMxXNE7Bpv via @VanderbiltU
1785,To all the fathers and father figures who lift up and support our Commodore family - today is for you. #HappyFathersDay https://t.co/NwjQPfUUzh
1786,"In 1983, Duc Pham’s, MD’98, family escaped Vietnam by boat, eventually becoming political refugees in Houston. Coming from a war-torn country fueled Pham’s desire to help people through medicine. #WorldRefugeeDay https://t.co/kVdUjzrU0T https://t.co/PbH4hl3JQG"
1787,Prospective students applying to enter Vanderbilt in the fall of 2021 will not be required to submit standardized test scores to be considered for enrollment. Read more at the link below. https://t.co/R56VJPzWZk
1788,RT @bronaldbyrd: @VanderbiltU And folks can read a fuller version of my thoughts here: https://t.co/XqvEDrY7QG
1789,Vanderbilt professor @bronaldbyrd shares the history of Juneteenth and its significance today. Read more at https://t.co/GuTosf0OM3 https://t.co/ytKWAN1U5B
1790,"This summer, the Undergraduate Admissions Office is hosting a series of online events for prospective students and parents to learn more about campus life, classes, and more. Visit https://t.co/q2EAJptbpn to learn more and to register. https://t.co/IAl3yWdlKE"
1791,"Fake news is nothing new, but the uncertainty surrounding the #COVID19 pandemic has brought up new challenges when trying to determine if a headline is true or false. Misinformation expert @lkfazio explains how you can recognize the difference. https://t.co/vCKsHSmGkE https://t.co/gBh4jJAlqX"
1792,"Statement from Vanderbilt University regarding Supreme Court ruling on DACA

https://t.co/JAKDudoOvE"
1793,An anonymous foundation has made a $5 million commitment to honor Chancellor Emeritus Nicholas S. Zeppos’ legacy of inclusion and excellence. https://t.co/0T3Vxj9qq2
1794,"Cheers to #VU2020! @VU_Chancellor, deans, administrators, former and current faculty heads of house, coaches, Board of Trust members and alumni salute the Class of 2020 with a virtual toast to mark the start of their journeys as Vanderbilt graduates. https://t.co/2fyVIYENc0"
1795,Learn about our plan for the fall semester at https://t.co/ygU3jn2ZXD https://t.co/xZzHu4Ej3h
1796,"News worth celebrating! 🏳️‍🌈
https://t.co/vAkHZ2QuUx"
1797,"On June 24, join chief diversity officers from across the @SEC as they explore the intersection of race and the #COVID19 health crisis. To register, visit https://t.co/258BBRWIjN. https://t.co/82QtM9vO8N"
1798,".@VU_Chancellor will be joined by other campus leaders and members of the Vanderbilt community when they salute #VU2020 with a virtual toast on Wednesday, June 17. https://t.co/3VqoIPAJhU"
1799,'It City' will always be our city. We love our hometown. #615day https://t.co/ZDeTrKtxFa
1800,"Through researching community perspectives of #COVID19, Vanderbilt’s Jennifer Trueblood and @TaraMcKayPHD are making valuable contributions to the national discussion about the aftermath of the virus. Read more about their research at the link below. https://t.co/BdpUDVc86g"
1801,"Because addiction thrives in isolation, people who struggle with the disease may find themselves being challenged further during the #COVID19 pandemic.

Read addiction expert @vandyfinch's tips for maintaining sobriety while sheltering at home at https://t.co/DBGHKaAVeU https://t.co/CI5HeSEBCJ"
1802,RT @VUDivinity: We are humbled to be partners as we listen and respond to local needs and align efforts with community-based orgs. #scholap…
1803,"RT @VandyBoys: ""With the fifth pick ...""

#BlueJays | #VandyBoys https://t.co/wE9nFCb4zu"
1804,"In a new piece published in the @AmerMedicalAssn, @MHSVanderbilt's @JonathanMetzl discuss how institutionalized inequality and structural racism has shaped the effect of the #COVID19 pandemic on minority populations. https://t.co/02tCcVPIfW"
1805,"Professor @RenASRobinson1 is living proof of the power of experiencing #STEM education early. Now, the @VanderbiltChem professor is leading a diverse lab of researchers, uncovering clues about Alzheimer's disease: https://t.co/BHVitWXo29 https://t.co/aqDniDaX82"
1806,"In cities across the world, commute times have decreased significantly due to the #COVID19 pandemic. @VUEngineering expert @dbwork discusses how traffic patterns may change as some communities head back to work. https://t.co/xhK3ZuRzft"
1807,Newly appointed vice provost for academic advancement and executive director of @VU_Provost’s Office for Inclusive Excellence William H. Robinson's statement regarding violence against Black people: https://t.co/1w4pHhqxA9 https://t.co/RdyaluXdo1
1808,"Statement from August Washington, Senior Associate Vice Chancellor for Public Safety and Special Initiatives: Our commitment to your safety
https://t.co/aUyTxQIKR3"
1809,RT @VU_Provost: Interim Chancellor and Provost Susan R. Wente today announced the appointment of William H. Robinson as Vanderbilt’s vice p…
1810,"@GNRB Hello - yes, you can find the schedule here: https://t.co/wHaEIEqqmR Thank you."
1811,"Statement from Vice Chancellor for Equity, Diversity and Inclusion André L. Churchwell regarding the death of George Floyd. https://t.co/DcVrQRKjj0"
1812,"RT @VU_Chancellor: ""I ask you to hear the cries for change, care for one another and acknowledge the pain and exhaustion, and I ask each of…"
1813,"Members of the Vanderbilt community who need support can find a list of resources at the link. 👇 

https://t.co/1QSRde8TXY"
1814,"For Vanderbilt, the path forward means going beyond just listening. We need to call out acts of hatred and racism, support individual and collective actions within our community, and offer meaningful ways to help society heal. https://t.co/1QSRde8TXY"
1815,"At Vanderbilt, equity, diversity and inclusion are a major and treasured part of our ethos, and we do not tolerate racism, prejudice, hatred or violence in any form. 

https://t.co/ECZRIyBOWt"
1816,"Could AI be the key to understanding the inner workings of COVID-19? 

One Vanderbilt researcher is deploying artificial intelligence-powered analysis to parse vast quantities of data to identify rare immune cells that specifically respond to viruses. 

https://t.co/CIqLcmAQnv"
1817,"In a message to the Vanderbilt community, Incoming Chancellor Daniel Diermeier reflects on his belief that their inspiring response to unprecedented challenges will be among the university’s proudest moments. https://t.co/0UHYbk29L5"
1818,"André L. Churchwell has been named vice chancellor for equity, diversity and inclusion and chief diversity officer for Vanderbilt University, a position he has held on an interim basis since June 2019.

https://t.co/jKDS74Todo"
1819,"RT @vucommodores: Lace up those running (or walking) shoes. 👟 

Get the entire family active with our #FeedOurHeroes5k. Everyone who donate…"
1820,Remembering our nation's fallen heroes and those they left behind on this #MemorialDay. https://t.co/e6kkkPrQHh
1821,"At the beginning of the #COVID19 pandemic, shoppers were shocked when they were unable to easily pick up their necessities, such as toilet paper. Marketing expert @ProfGoldsmith explains how and why consumers have now shifted their focus from panic shopping to comfort shopping. https://t.co/qsMDjBdZvh"
1822,"Looking for a way to give back, @VUCommodores fans? June 5-8, you're invited to participate in a virtual 5K benefiting #FeedOurHeroes, an organization that delivers meals to frontline workers fighting #COVID19.

Details and registration info at the link.👇
https://t.co/4Rj3aLqZZv"
1823,"An $8 million gift from the Sarah and Ross Perot Jr. Foundation will create the Nicholas S. Zeppos Scholarship, honoring Vanderbilt’s eighth chancellor.

Read more about this transformational gift at https://t.co/H1OxGhLggF https://t.co/BDmCUZVBEG"
1824,Get to know Incoming Chancellor Daniel Diermeier as he discusses how leaders in organizations big and small can navigate unprecedented challenges by building trust and encouraging a sense of duty. Read more at https://t.co/PiQJNjpfvr via @chicagoboothrev https://t.co/6Cjy7vZDxS
1825,"Candice Storey Lee, former standout student-athlete and three-time Vanderbilt graduate, has been named vice chancellor for athletics and university affairs and athletic director after serving in the role on an interim basis since February. Read more at https://t.co/FtCfufcba5 https://t.co/oVeGBRswCC"
1826,"Nashville residents support local leaders amid pandemic, but economic anxiety is growing in the latest Nashville-focused Vanderbilt Poll. . https://t.co/thTSbiunRx https://t.co/e3BkHFk7nz"
1827,People with disabilities have unique challenges when facing the #COVID19 pandemic. @VUPeabody professor @anjalifp explains what extra precautions they may have to take. Read more at https://t.co/gbzV5EPAjP https://t.co/f7V07Il5FR
1828,.@blairshchool alumnus and professional opera singer @IamChrisMann had to put his touring career on hold due to #COVID19. But he quickly found a way to occupy his time - penning and uploading coronavirus-related parody versions of popular songs. https://t.co/pHBw50Oqyc https://t.co/pgk04w3lUL
1829,"Parents with greater depression symptoms report experiencing less empathy, even toward their own children. @VUPeabody's @K_L_Humphreys explains how this can result in negative parenting behaviors and have significant long-term impacts for the children. https://t.co/q4AQqB8fH7 https://t.co/rsaAOuSXNy"
1830,".@ACCREVandy, Vanderbilt’s Advanced Computing Center for Research and Education, has contributed over 240,000 compute core hours to research on #COVID19 through Open Science Grid, a consortium of over 100 universities and research labs.  
https://t.co/GU9nA1ZfuX"
1831,Hear from @VUEngineering's Mark Abkowitz on the challenges of managing a natural disaster during a pandemic. https://t.co/raH0Lpy339
1832,"A new phonetic system for braille readers promotes inclusive learning for aspiring classical singers with visual impairments. 

Learn more at https://t.co/X0s5wIHLGz https://t.co/30rfcCEX4s"
1833,"Watch: Healthcare heroes, frontline workers and first responders are honored at #LightUpMusicCity https://t.co/7aL1JtDH38"
1834,140 drones will launch from Vanderbilt Stadium at 9pm CT to #LightUpMusicCity. Watch live at the link below 👇 https://t.co/GkmH06irPx
1835,"Throughout the pandemic, Vanderbilt’s dedication to having a positive impact in the world has remained steadfast. Now, a new website has launched to share the various ways the university’s community is providing support. Read more at https://t.co/rxaeMiC6tJ https://t.co/2GBaslIILJ"
1836,The @BlueAngels soared over Nashville today as a salute to our frontline #COVID19 responders. https://t.co/KCv6k4QEuo
1837,Social distancing to prevent the spread of #COVID19 is changing how many industries operate. @vanderbiltlaw professor @inspiredcat explains how law practices may need to adapt in the future. https://t.co/fGvuNMREOC
1838,"As the country learns more about the spread of #COVID19, best practices for PPE continue to change. One of these equipment challenges is the safety of intubation boxes, which clinicians at @VUMCHealth and @VISEVanderbilt are now working to improve. https://t.co/xXSymxyL9i"
1839,"Since 2000, there has been a 30% increase in suicides in the U.S.

As @VUMCHealth searches for a solution, @MHSVanderbilt professor @laurenmgaydosh plans to study predictors of despair to better understand potential causes. #MentalHealthMonth #NotAlone
https://t.co/Q62fWmJe1W"
1840,"RT @vucommodores: Vanderbilt continues to author a string of exemplary success in the classroom. 

The Commodores remain one of the nation’…"
1841,"RT @WillieGeist: Wow. Parkinson’s families like ours are so grateful for your generosity, William K. Warren Foundation. @VUBasicSciences @V…"
1842,"A $20 million gift from The William K. Warren Foundation will establish the Warren Center for Neuroscience Drug Discovery at Vanderbilt, propelling new drug treatments for brain disorders.

Read more about this transformational gift at https://t.co/sSdocEmccp https://t.co/ETUfs2cvpr"
1843,"As #COVID19 strains hospitals &amp; doctors’ offices, it’s important for healthcare leaders to cultivate compassion among their staff—benefitting both patients and the organization. Vanderbilt management expert Timothy Vogus shares how they can do this at https://t.co/jFjEeUwHmg https://t.co/CfprlYPPRO"
1844,"To all the moms, bio or otherwise, in our Commodore family, we just want to say - Happy Mother's Day, and thank you for all that you do. ❤️#MothersDay https://t.co/QJsd32J4tR"
1845,"It’s good to be gold, #Nashville! Congratulations to our graduates! #VU2020 https://t.co/7vC3BRC6Gr"
1846,"We're sharing our favorite Commencement celebration pics on our Instagram Stories! Check them out at https://t.co/CwdZ5HpxAi and share yours by tagging them #VU2020. 

(📸: Donald Gonçalves) https://t.co/5dVKmmrUiv"
1847,"Nashville’s Korean War Veterans Memorial Bridge will be lit in Vanderbilt colors tonight, in celebration of—and in solidarity with—the graduating Class of 2020. #VU2020 

https://t.co/RbkqrtqM1c"
1848,"“We’re lucky to miss a place. We’re lucky to have people who make it hard to say goodbye.” 

Vanderbilt Student Government president Frances Burton sends a heartfelt message to her fellow classmates as they graduate during this unprecedented time. #VU2020 https://t.co/3iAxPjGv28"
1849,"It wasn’t the end to senior year that anyone anticipated, but the memories of meaningful experiences, friendships, challenges and accomplishments linger.

Members of #VU2020 reminisce about what made Vanderbilt special to them. https://t.co/zKXZIEZbWQ"
1850,"Vanderbilt University is honoring 32 faculty members retiring in 2020 for their years of service, and bestowing on them the title of emeritus or emerita faculty. https://t.co/6a9KbCtCfn"
1851,"Congratulations to our #VU2020 Founder's Medalists, the top-graduating students from each undergraduate and professional school. 

Learn more at https://t.co/KWIlX5LjJp https://t.co/UVHhax3imU"
1852,"Congratulations to the Class of 2020! You will always have a special place in our hearts. And we will see each other soon.

Watch the special message from @vu_chancellor to #VU2020, and learn about more commemorations 👇

 https://t.co/KWIlX5LjJp"
1853,"After the spring semester moved online, two students in Deanna Walker’s songwriting seminar at @blairschool chose to process their emotions about leaving campus through their final composition. Watch the tribute to #VU2020 here, and read the full story at https://t.co/0dfMWHT14w https://t.co/yRnN2iySBg"
1854,"“We’re being called to the duty of exemplifying the principles of science and public health to those around us.“

As president of his class, @VUMedicine graduate Varun Menon shares his thoughts on being a 4th year med student during #COVID19:
https://t.co/1At6lrZ2ka #VU2020 https://t.co/Or1jjt9tXo"
1855,"We will be celebrating our #VU2020 graduates on May 8 beginning at 9 a.m. CT. Check out the Commencement website for a special message from @vu_chancellor, a downloadable digital program, an announcement of the Founder’s Medalists and more. https://t.co/KWIlX62UAX"
1856,"#VU2020 graduate Qisen Song’s life was upended by the pandemic on two fronts: dramatic changes to his senior year coupled with fear and worry about his family and hometown of Wuhan, China.

Read his reflections on the pandemic at https://t.co/fwYIiVkaUT https://t.co/OA6HPmGHjl"
1857,"This year, @NextStepsatVU is celebrating two exciting milestones: its 10th anniversary, and having its first class graduate from its expanded four-year program - providing higher education to students with intellectual disabilities. #VU2020 https://t.co/QALC43IzAg https://t.co/ma4ZyMtKH7"
1858,"As a first-generation college student who was able to attend Vandy thanks to Opportunity Vanderbilt, @VUPeabody’s Andrew Brodsky is passionate about increasing access to higher education for underserved populations. Read more about the #VU2020 graduate at https://t.co/YvL0dnfyp8 https://t.co/joIwV1Nv2W"
1859,"While #COVID19 has certainly affected college students’ experiences across the globe, it is perhaps most poignant for the students who are graduating this spring.

Watch as #VU2020 reflects on reaching this milestone during such a tumultuous time. https://t.co/yUrFyL0orA"
1860,"With social distancing in place due to #COVID19, more people are buying in bulk to avoid excessive exposure. Vanderbilt operations expert @muminkurtulus addresses ways to fix the food supply chain. Read more at https://t.co/uwwxVCTTfw https://t.co/7c0NsEaz8S"
1861,"#VU2020 graduate Tommy Oswalt came to Vanderbilt as a first-generation college student with a dream of finding a creative and supportive community. During his time here, he has mentored hundreds of students.

Read more about his Vanderbilt experience at https://t.co/IOYLBXFV7o https://t.co/eTcXJi2e9B"
1862,"...and will take the time necessary to examine these complex rules to ensure we implement them in a manner that protects the well-being and safety of university community members and respects the rights of everyone involved. (2/2)

https://t.co/vOVdqQNHok"
1863,"Statement from Vanderbilt University regarding the U.S. Department of Education’s Final Title IX Rule:

Vanderbilt is deeply committed to ensuring the safety of each and every member of our community. We are reviewing the new Title IX regulations... (1/2)"
1864,"A tribute to #VU2020 seniors living in E. Bronson Ingram College has taken on a special significance now that students are away from campus.

To help fill its library, each senior selected a book meaningful to them to add to the collection. Read more at https://t.co/OFjcPOLWU5 https://t.co/kHSfIOiMTg"
1865,"Growing up as an amputee, @VUMedicine student Jonathan Dallas saw the difference doctors make, and how much the medical community still has to learn when treating people with physical limitations. He's tasked himself with spurring the change. #VU2020 https://t.co/WNoPvaUVJ1 https://t.co/r8N8piUUCW"
1866,"Pre-dental student Dara Johnson insists she wants to spend time after graduation on a bus - a mobile dental clinic, to be exact. 

Read more about how the @MHSVanderbilt graduate plans to close the oral-health gap in underserved populations at https://t.co/b15TFmsiGR https://t.co/Gl6pMDaakI"
1867,"RT @VU_Chancellor: In her latest ‘Open Mind’ column, @vu_chancellor Wente looks back on the 2019-20 academic year. In a year that has been…"
1868,"Abbey Carlson focused her time at Vanderbilt on two passions: athletics and engineering. In July the @VUEngineering graduate heads to @Boeing to join its Advanced Design and Prototype Solutions team. 

Read more about this #VU2020 grad at https://t.co/yMyk5h5zO5 https://t.co/h1TQgTrNK6"
1869,"RT @VanderbiltAlum: #GivingTuesdayNow starts now! 
Learn more and make your gift to support Vanderbilt’s COVID-19 response efforts at https…"
1870,"RT @VanderbiltAlum: #GivingTuesdayNow is tomorrow. Your gift of any size can help support Vanderbilt’s Student Hardship Fund, COVID-19 Rese…"
1871,RT @VanderbiltAlum: Dansby Swanson is the first of many alumni who are sharing words of encouragement and advice for the Class of 2020 this…
1872,".@VanderbiltLaw student Hannah Miller welcomes a challenge—whether it’s leading reconnaissance and security missions, participating in military training exercises, or preparing to serve in the @USArmy’s Judge Advocate General Corps. #VU2020

Read more at https://t.co/1TQDwNHCAI https://t.co/xSFeT1wqXP"
1873,"The first baby @VanderbiltNurse student Vernicia Winford helped deliver into the world as a certified nurse-midwife was her own niece, born just a few days after Winford passed her American Midwifery Certification Board. #VU2020

Read more at https://t.co/iA7gPKu7Qh https://t.co/Zr5SAl5CNz"
1874,"Tamee Livermont was excited to start a job as a public health liaison before graduation, but she had no idea what was in store. With the onset of #COVID19, Livermont has been helping bring visibility to issues impacting Native American populations. #VU2020 https://t.co/VmxmPVRVmT https://t.co/5ztQ44OPVb"
1875,"To @vanderbiltowen student Brittany Hunter, building a successful career is a lateral game, not a ladder game.

Read how her experience with sports marketing, education, and now HR has given her the tools to succeed, no matter what path she takes: https://t.co/yBAp662fFf #VU2020 https://t.co/hyO1dRUFG8"
1876,"We're not able to be with our graduates in person this year, but we're celebrating online! #VU2020-themed Zoom backgrounds are available to take your virtual Commencement celebration to the next level. See the full collection and download your favorite at https://t.co/YFKrjutFiP https://t.co/CFIlshiitx"
1877,"After attending MOSAIC Multicultural Weekend as a prospective student, Nnamdi Okabuonye was sold. When he started classes though, he was less than confident. Read how VUCept mentoring helped the @vuengineering student land on his feet. #VU2020 https://t.co/zZ8C0FI691 https://t.co/WZW7iYRshn"
1878,"When first applying to colleges, Rachel Miles wanted to keep her options open. Now, the @blairschool student is graduating with a music major and two science minors. Read how her time at Vanderbilt shaped her path at https://t.co/LGytcP6FDv. #VU2020 https://t.co/ak6UhTm3XJ"
1879,"RT @VanderbiltAlum: Join us on May 5 for #GivingTuesdayNow, a global day of giving and unity in response to COVID-19. Please make a gift an…"
1880,"A scoliosis diagnosis in seventh grade led Eve Moll to develop talents outside of her love of dancing. At Vandy, she started searching for ways to combine her love of art and her love of science, leading her to create @ArtLab_Vandy. #VU2020 Read more at https://t.co/2RP4UqthgQ https://t.co/8wwCpF8YMq"
1881,".@VUPeabody student Vineet Desai came to Vanderbilt to study biomedical engineering. But after an Alternative Spring Break trip to Nicaragua where he volunteered at a rural elementary school, he wanted a change. Read more at https://t.co/Ox8VwWQ5eM. #VU2020 https://t.co/gk6YJVcQN9"
1882,"RT @VU_Chancellor: In the latest “A Word with Wente,” @VU_Chancellor Wente charts out what Vanderbilt’s graduating students can expect in t…"
1883,"Vanderbilt will kick off a week-long virtual celebration of #VU2020 starting Friday, May 1, through a series of special videos and messages from across the campus community. Visit the link below for details. https://t.co/2BnXoVfPrs"
1884,"As part of an effort to increase pedestrian safety and help prevent the spread of #COVID19, Vanderbilt has partnered with @NashvillePW to add five new automatic pedestrian crosswalk signals near campus. https://t.co/6gl1C84rZR"
1885,"It's clear that #COVID19 is affecting the way people spend money, but we still don't know what that means for the future. Hear why Vanderbilt economist @k_mck04221 believes we may see a new type of economy emerge after the pandemic. https://t.co/FmXKcYb3FP"
1886,"RT @WillieGeist: 👏, @VanderbiltU @BlairSchool. You made us proud. ⚓️⬇️"
1887,"Did you catch this Vanderbilt cameo on last night's episode of @Jeopardy? That's right, Vanderbilt professor Larry Bartels' book ""Unequal Democracy: The Political Economy of the New Gilded Age"" is on @BarackObama's reading list. 📚 https://t.co/SBnQr6vovb"
1888,"Donations to the new fund will support #COVID19 researchers and innovators from across the university, including cross-disciplinary collaborations that address the medical, societal and interpersonal effects of the pandemic. https://t.co/XIs4UKKlOP"
1889,Wondering how the current pandemic may affect workplaces in the future? Vanderbilt innovation expert Dave Owens weighs in. https://t.co/xLdgZE798p
1890,"RT @VU_Chancellor: “In ways both personal and professional, minor and significant, the Vanderbilt community has recalibrated to embrace the…"
1891,"RT @VU_Provost: Beginning this summer, the Campus Connection Program will provide all undergrad students a new source of support and guidan…"
1892,"As spring semester was winding down, a few familiar faces dropped in on some classes to show their support and share advice, including @WillieGeist, @vandyMbb coach @JerryStackhouse, and @Vandyboys coach @TimCorbin. https://t.co/ivbWfBH1wK https://t.co/GKBaLZuPJX"
1893,"Pre-existing conditions, systemic racism and structural inequalities can lead to racial health disparities, says Vanderbilt researcher @RenASRobinson1. https://t.co/gWhCHvhyuW"
1894,"While most @vandymbb fans may only associate Coach @JerryStackhouse with basketball, students in Brittany Chase’s “Survey of American Hip-Hop” class got to hear from the coach himself on the impact music, and specifically hip-hop, has had on his life. https://t.co/GWgg9MVG6i"
1895,"When @MHSVanderbilt had to move their coffee hours online, the department, along with MHS director @JonathanMetzl, developed an informal agenda including suggested readings about the pandemic, guest speakers, and dance parties. 🕺🏿 https://t.co/pIKAZVDuIw"
1896,"RT @blairschool: #SocialDistancing has inspired a lot of people to incredible acts of artistry in isolation. Blair alumnus, recording artis…"
1897,".@vandydining is helping bring a few comforts of home to the small group of undergrads remaining on campus, by creating care packages of snacks, toiletries and other dorm essentials.

Learn more at https://t.co/T9Pp6p3hQq https://t.co/6iyC8VV0G7"
1898,"RT @WillieGeist: Thanks for having me, Professor Lewis! My first “Zoom bomb.” Is that what the youngsters call it? #AnchorDown https://t.co…"
1899,Learn more about new Board of Trust member @adenatfriedman: https://t.co/NWljCovPkW
1900,"The Vanderbilt Board of Trust has elected four new members, including Adena Friedman, MBA’93, president and CEO of @Nasdaq. https://t.co/AnlzZpv2Er https://t.co/1npfSS94ZO"
1901,"At a time when most of us are glued to the news, a few lucky Vanderbilt political science students got a surprise visit from alum @WillieGeist, who shared some advice and a view of his at-home @Morning_Joe studio. https://t.co/Wkd9b7G0BT"
1902,Wondering how vaccines keep us healthy? Vaccine expert Kathryn Edwards explains how vaccinations help fight off infections. https://t.co/UN3gkjcCiK
1903,RT @VU_Chancellor: We’ve had different groups raising reasonable questions about decisions related to the status of our fall semester. No f…
1904,"The @RPWCenter is among a number of schools, departments and centers keeping scholars connected through @Zoom_US - something that is clearly appreciated. At their first virtual happy hour on March 21, over 25 members of the Vanderbilt community attended. https://t.co/9G9xwj2mfm"
1905,"RT @VU_Chancellor: In her latest “A Word with Wente” video, Interim Chancellor and Provost Susan R. Wente discusses how Vanderbilt is prepa…"
1906,"A large number of Vanderbilt University camps, programs, and events scheduled to take place this summer have been cancelled to protect the community during #COVID19. https://t.co/iISFv5gaqy"
1907,The proliferation of false news stories is a big problem on social media. Read Vanderbilt professor @lkfazio's advice for stopping the spread of misinformation at https://t.co/OLRPvsWYlx https://t.co/SiNgUAqjTt
1908,"Many of us are consuming more media while we're social distancing. As a parent, you may wonder how to manage all this screen time for your kids. Vanderbilt child development expert @geotro breaks down what you can do to help your children and yourself. https://t.co/SS3I3KH9re"
1909,"Our health care workers are putting themselves in the path of this virus, to keep us safe. Your dedication, courage, and care deserve our deepest gratitude.

Today, and every day, we say a heartfelt thank you to all the health care workers at @VUMChealth and elsewhere. https://t.co/tivaJZbzbJ"
1910,"RT @TheSECU: NEWS | Dr. Tracy Sharpley-Whiting, Distinguished Professor of Humanities, wins the 2020 @SEC Faculty Achievement Award for @Va…"
1911,"Vanderbilt’s move to virtual instruction has extended to extracurricular gatherings as well. @VUDivinity has created “virtual sacred spaces” using @Zoom_US to help students, faculty and staff stay connected during this time of physical separation. https://t.co/vcbz6yXPfD"
1912,"During these uncertain times, it makes sense if you're feeling a little stressed. Vanderbilt stress expert Bruce Compas has tips for how to alleviate those uneasy feelings. #StressAwarenessDay https://t.co/RJXe2NUl9E"
1913,"During a pandemic, every day can feel like #StressAwarenessDay. It's important to take care of your mental health, not just your physical health - learn more at https://t.co/rVnzQ2itNM https://t.co/BhIaj3PIed"
1914,"Vanderbilt will use $2.8 million it receives as part of the federal CARES Act to directly support students who have demonstrated need and are facing significant financial challenges due to COVID-19.
https://t.co/trSjcolil3"
1915,"RT @VU_Chancellor: In her latest “A Word with Wente” video, @VU_Chancellor Wente talks COVID-19 with infectious disease specialist and @VUM…"
1916,Audrey Bowden has been announced as the inaugural faculty head of the Nicholas S. Zeppos College while @celso_thomas and Douglas McMahon will be welcomed as two new faculty heads of houses at The Martha Rivers Ingram Commons. https://t.co/lz1E6A1HT5
1917,"While on campus, graduate students in Earth &amp; Environmental Sciences looked forward to an informal get-together each week at @KayBobsGrill. Now that they're studying remotely, the get-togethers continue, through technology and creativity. https://t.co/HQvxoqrlOf"
1918,What can a blood test reveal about #COVID19? Vanderbilt's Dr. William Schaffner explains the significance of an antibody test. https://t.co/XIlkTlKenb
1919,"When #COVID19 moved students to online classes, that included some of our youngest Commodores. At The Acorn School, teachers have remained steadfast in their commitment to nurturing, encouraging and caring for their learners’ educational development. https://t.co/VmCsiMkadm"
1920,"RT @VU_Chancellor: In her column, @VU_Chancellor Wente shares how @vanderbiltu will determine what comes next. ""We are used to having probl…"
1921,"High school students: To help make your college search easier, we've set up virtual tours and online info sessions so that you can get the Vandy knowledge you need. Visit https://t.co/sbWG563G27 to look around campus or https://t.co/OWI6cyNbRu to book your admissions session. https://t.co/yZXf1G4YB3"
1922,"While we’re all missing campus, our new furry study buddies are making online learning and working a little easier. 🐶🐱 How are your pets helping you with virtual life? Show us your furry friends/study buddy/co-worker using #vandygram! #NationalPetDay https://t.co/Ym0I4SpyBm"
1923,RT @VUMChealth: VUMC &amp; @AstraZeneca working to identify antibody-based treatments to protect people exposed to COVID-19. https://t.co/59qk2…
1924,Struggling to maintain a healthy diet while stuck at home? Vanderbilt healthy eating expert Jamie Pope discusses how to avoid potential diet pitfalls. https://t.co/zKW2J27vXL
1925,"RT @VU_Chancellor: In a new message, @VU_Chancellor Wente thanks the @Vanderbiltu community for its One Vanderbilt approach to teaching, le…"
1926,One resource in high demand and low supply these days is hand sanitizer. So @VanderbiltChem is developing their own batch for immediate deployment across Vanderbilt. Read more at https://t.co/AmnMZXETkd. #COVID19 https://t.co/Q6xcZBWIPQ
1927,"During these unprecedented times, it can be helpful to remember that we're all in this together. 💪🏻 Hear from VU faculty about their work stations, what they've been up to since working remotely, and more. https://t.co/Mq8gAirNUM"
1928,"Has your sleep schedule been disrupted due to #COVID19? 

You're not alone. @VUMChealth sleep expert @BethAnnMalow has some tips to help you drift off into sweet slumber. 😴 https://t.co/OxakYegdU0 https://t.co/pb6jVlpv7V"
